,Prot,bp_rp,abs_G,source_id,ruwe,survey
136660,1.71,0.83236504,3.692735794334888,2051762506453163648,1.0084606,Kepler
136661,8.85,0.76121426,4.281895106728918,2051749106155272704,0.973878,Kepler
136662,23.86,0.71356773,3.772242744136493,2051753160604612224,0.93722266,Kepler
136663,49.76,2.4490023,9.565729657209786,2051729624182564608,1.1500341,Kepler
136664,15.84,0.81288815,4.624467583897832,2051729624182562304,0.82343805,Kepler
136665,6.96,0.6879616,2.2141454278854305,2051729551161282944,0.94134146,Kepler
136666,22.24,0.9052887,5.032728242706625,2051726050769850880,0.94398516,Kepler
136667,10.81,0.86434555,3.852892939026427,2051726669245244288,1.2164088,Kepler
136668,1.59,0.7066536,2.942669085053197,2051030781462923520,1.0702038,Kepler
136669,2.92,0.7969227,4.3505188041055,2051029235274657280,1.0290985,Kepler
136670,7.11,0.69687366,4.033144709664448,2051029956829203200,0.9895641,Kepler
136671,5.56,0.95921135,3.718975969071039,2051017827841550464,0.98980296,Kepler
136672,15.14,0.98276997,3.4573056837646696,2051019374029821184,0.9836674,Kepler
136673,22.33,0.64737606,3.400056952000451,2051019305310376320,0.95765996,Kepler
136674,9.35,0.7628517,4.546800821788446,2051019683267537024,0.92294055,Kepler
136675,14.0,0.95635605,4.409509756731465,2051018205798742656,1.0121162,Kepler
136676,1.81,0.75907993,3.1386927309613384,2051018171439027968,1.0530444,Kepler
136677,16.81,0.7686682,4.537342749850891,2052519996942761216,0.90955323,Kepler
136678,5.57,0.7459974,4.313830811049355,2052515667615727616,1.0096582,Kepler
136679,12.34,0.9438677,4.482281915460954,2051767282457161856,0.93221223,Kepler
136680,4.84,0.8680525,3.0473108608148767,2051769511540249472,0.9076506,Kepler
136681,1.43,0.76441765,3.897778431349783,2051758452004263936,0.98007905,Kepler
136682,5.79,0.9335098,3.232023416237169,2051758795601678976,1.2782689,Kepler
136683,16.17,0.8730831,4.5692656012972925,2051757180693942400,1.0062709,Kepler
136684,16.79,0.8577471,3.977479466243379,2051778174494555520,0.98564243,Kepler
136685,4.64,0.7387285,3.930894990583134,2051776868824499328,0.9250712,Kepler
136686,4.22,0.84938717,2.2139839733238595,2051777452941017728,0.99346,Kepler
136687,15.42,1.2691574,6.567870545204915,2051730345737134592,0.9952298,Kepler
136688,22.11,1.0299034,4.773729651573996,2051731685766983296,0.9416464,Kepler
136689,9.3,0.8966789,5.145461253634844,2051727700037371264,0.9147943,Kepler
136690,19.36,0.84539795,5.053294545716767,2051728077994513920,0.9491475,Kepler
136691,8.56,0.9000788,5.088784141731026,2051728211129762432,1.037177,Kepler
136692,10.37,1.0353222,5.708553193515524,2051728249793250048,1.0082014,Kepler
136693,8.54,1.0477686,5.130280376073063,2051733644272313344,0.962368,Kepler
136694,22.74,0.96799755,5.535900106838371,2051733472473635584,1.0075026,Kepler
136695,0.99,1.0527563,3.382833102109675,2051733468182656896,0.99983174,Kepler
136696,10.61,1.0433769,5.066190120950544,2051723057169052544,0.8946084,Kepler
136697,13.52,0.9597893,5.28741270175048,2051735018661933696,1.0423466,Kepler
136698,2.4,0.8625784,3.1387885302932315,2051722614796443136,0.992107,Kepler
136699,9.56,0.96967316,4.169850580076089,2051719247542076672,0.97127473,Kepler
136700,7.36,0.7938528,3.6802561886198166,2051813565022777088,0.9737118,Kepler
136701,47.34,1.102171,3.216006906815636,2051812912187806208,0.9943063,Kepler
136702,25.94,0.9826231,5.509500380924864,2099071124539094656,1.0253122,Kepler
136703,8.86,0.8427286,4.596602347650169,2099066245456228736,0.9489995,Kepler
136704,4.95,0.69313335,3.3469611744904046,2099067757284737792,0.9906327,Kepler
136705,8.42,0.7100544,3.5441118595060743,2099068616278259968,1.1348046,Kepler
136706,32.78,0.9212599,4.516264614448524,2099067929083471616,0.9423099,Kepler
136707,23.7,0.91773987,5.025726223785114,2099020443925085568,0.9794152,Kepler
136708,24.67,0.8934984,3.926186167904003,2051076617355218304,1.0235214,Kepler
136709,7.18,0.7093258,3.296845926874884,2051076892233181440,1.0095952,Kepler
136710,20.92,0.9194088,3.241879627238242,2051075620922854016,1.0604266,Kepler
136711,17.11,1.0393372,5.400165771744096,2051076205038451584,1.0831654,Kepler
136712,14.42,0.7239561,2.7755769005810347,2051034457955133824,0.8711282,Kepler
136713,16.19,1.0078688,5.209296687889383,2051034389235657216,1.313928,Kepler
136714,22.42,1.0533648,5.631101829232545,2051031017680073984,1.0875618,Kepler
136715,5.06,0.8323221,2.584585160063881,2051032705608343168,1.0463955,Kepler
136716,5.8,0.744256,3.787380045302053,2051032465090181504,1.0695803,Kepler
136717,14.59,1.0067263,5.568309964102484,2051031709175938688,1.0466875,Kepler
136718,14.29,1.0247946,5.552704097800152,2051031709175944192,1.268142,Kepler
136719,11.14,1.3422298,5.803150895245691,2051019820706528640,1.1331874,Kepler
136720,20.91,0.8551254,4.127682172167093,2051773570289328640,1.2641981,Kepler
136721,9.56,0.9855776,4.987020399397977,2051773501569851648,1.3263624,Kepler
136722,4.25,0.7988186,3.4186376691028784,2051772917454316672,1.0077041,Kepler
136723,11.35,0.8897219,3.045726060555083,2051774807239941504,0.9178855,Kepler
136724,23.03,0.87120533,4.097523830030299,2051770615351672064,0.91757137,Kepler
136725,12.42,0.74267197,4.075141908941264,2051758829961425664,0.9192773,Kepler
136726,3.62,0.9019785,3.612678138645844,2051758967400403200,0.99429935,Kepler
136727,5.48,0.7085514,3.041470672283161,2051782469461848832,0.9588828,Kepler
136728,20.36,0.77398777,3.0008869682831474,2051782568241032320,1.1161418,Kepler
136729,2.16,0.8083792,2.9087218196537066,2051782332022911104,1.2224407,Kepler
136730,6.94,1.0551023,4.625703743338075,2051781954065803520,1.0208205,Kepler
136731,10.97,0.9774809,3.193429611078015,2051781610468412672,1.034099,Kepler
136732,8.66,0.7527075,3.496178119623986,2051738385916125184,0.95860237,Kepler
136733,6.53,0.91528034,3.8414228041619527,2051738626434571776,1.0034136,Kepler
136734,10.95,0.8610468,3.0593922821087816,2051738798233021824,1.0380497,Kepler
136735,1.77,0.8207531,2.994321778411111,2051737286404500352,1.1542823,Kepler
136736,114.67,1.149909,2.691318336900043,2051736152533321472,1.069219,Kepler
136737,6.01,0.7334032,3.926891425081214,2051735083077633920,0.96598893,Kepler
136738,0.66,0.9509945,5.129634483110134,2051723714308062720,1.0007818,Kepler
136739,7.77,0.79974747,4.054780528397288,2051815248650053632,1.0162289,Kepler
136740,5.72,0.81076336,3.615706193163682,2051814355296846592,1.0473231,Kepler
136741,9.84,0.7704201,3.558053406288664,2051626957287059968,0.99488384,Kepler
136742,29.99,0.95571136,5.486285614210004,2051632901521808640,1.0496764,Kepler
136743,2.49,0.7164345,3.448317030056101,2051632764082866048,0.99828255,Kepler
136744,7.39,0.7710724,2.8806183848327507,2099070884020893056,1.0427002,Kepler
136745,3.26,0.8462372,4.109849941423748,2099072498928987904,1.1013151,Kepler
136746,16.06,0.85449696,4.577904865749348,2099072155331249920,0.9237243,Kepler
136747,18.96,0.91222763,5.261435142853202,2099072979965026304,0.9988394,Kepler
136748,11.85,0.9822798,5.5346785191544114,2099077962127146880,0.9593335,Kepler
136749,3.49,0.7657614,3.497615055481422,2099074835390977920,0.9826083,Kepler
136750,90.94,1.1351843,3.404965917922153,2099074560513064576,0.9453758,Kepler
136751,10.23,0.93667126,5.356058789165518,2099073735879343872,1.0387772,Kepler
136752,6.99,0.8138571,4.173504997996412,2099073564080639616,1.0267406,Kepler
136753,6.88,0.7979183,4.218558025606322,2099073667159859840,1.003581,Kepler
136754,31.93,1.1140432,6.113777077976014,2099028415384549120,0.8648352,Kepler
136755,13.08,0.801198,4.3521495576470866,2099027590750818816,0.92201185,Kepler
136756,18.45,0.87785625,5.050140008092672,2051081290279704448,1.0734192,Kepler
136757,12.59,0.8290367,3.4629335169604616,2051081358999210368,1.0312141,Kepler
136758,62.98,0.83411217,4.366635373858378,2051077064031941248,1.010762,Kepler
136759,16.75,0.9238558,4.920156003726859,2051084279577236096,1.0104339,Kepler
136760,17.57,0.9414568,5.2100937121760715,2051036897496570880,1.1966987,Kepler
136761,11.69,0.8659649,4.100625923238878,2051037275453705600,0.97609675,Kepler
136762,3.91,0.79500103,2.32057678750048,2051033255364212992,0.90349907,Kepler
136763,8.29,0.7879324,3.339997128010948,2052534707210488576,1.052236,Kepler
136764,5.94,0.779932,2.8194389990615765,2052534397972543872,0.95267826,Kepler
136765,10.52,0.73422813,3.131345515043691,2052534913368669824,0.9500855,Kepler
136766,2.85,0.75522614,3.686842673352661,2052533916936260096,1.1844745,Kepler
136767,8.85,0.9138012,4.863498285124519,2052522097186264960,1.0378149,Kepler
136768,10.3,0.8018942,3.695762086333392,2052535325685558528,1.1345656,Kepler
136769,22.09,0.9498997,4.685143235577241,2052521753588884736,1.0272462,Kepler
136770,18.86,0.90900326,5.037973180222082,2052519829443635584,0.9833322,Kepler
136771,30.42,0.99222374,5.823288897547558,2052525876757625344,0.9440449,Kepler
136772,13.87,0.8100052,3.2810035789446896,2052526185995294848,1.0263638,Kepler
136773,4.32,0.7528639,2.6530513014775856,2052525391421680512,0.9715986,Kepler
136774,14.25,0.94067764,3.296176033341453,2051796144637983872,0.98071694,Kepler
136775,5.86,0.7296934,3.5973564520451795,2051790200403100928,0.9959768,Kepler
136776,21.93,1.0403519,5.406870820329615,2051780957633476224,1.1127496,Kepler
136777,18.83,0.9192934,4.6463754884065995,2051780648395826048,1.064684,Kepler
136778,10.23,0.8905897,4.54985259985326,2051786661350061952,0.9911218,Kepler
136779,10.96,0.82260704,3.5341228291597098,2051830195136176896,1.0861083,Kepler
136780,11.53,0.8587837,4.687330750148021,2051830435654368000,0.92651266,Kepler
136781,10.9,0.8184347,3.470772587286902,2051818306666701184,1.035668,Kepler
136782,2.7,1.2383394,3.5635931693121083,2051818822062840960,1.1121958,Kepler
136783,1.14,0.6223202,3.5637449191847477,2051822017518632448,0.89459366,Kepler
136784,20.9,0.8059988,3.5550350293177093,2051822219373749888,1.0147178,Kepler
136785,2.64,0.75075626,3.8991060724668856,2051821777000474496,0.9523719,Kepler
136786,5.93,0.75921345,4.429856753395185,2051822258036858880,0.94720286,Kepler
136787,5.85,0.9225855,4.666230525238861,2051822635994216192,1.1025026,Kepler
136788,47.42,0.8879795,4.723490209008837,2051821089805745792,0.955695,Kepler
136789,25.03,0.9528227,4.1200481904321915,2099080058071304064,0.9910654,Kepler
136790,16.42,0.90076065,4.861525070104742,2099080401668709120,0.9974625,Kepler
136791,19.49,0.72629166,4.329252238052996,2099123385699824896,1.0921453,Kepler
136792,10.12,0.74040604,4.027644857296165,2099122522408063232,0.9292573,Kepler
136793,1.56,0.59867764,1.4484253340524305,2099123450120997376,1.1040552,Kepler
136794,12.34,0.78734493,4.569494509832831,2051094175181542272,1.0108345,Kepler
136795,4.06,0.70417786,3.64944461261776,2051087028356207488,1.0290558,Kepler
136796,9.75,0.81499577,4.226046033902676,2051083661101916544,1.1058048,Kepler
136797,4.88,0.77482796,3.993999711955146,2051084210857809536,1.2627598,Kepler
136798,2.0,0.7325163,4.219327315589737,2051084588814968448,1.0227829,Kepler
136799,21.41,0.8259516,4.496137186070872,2052539345775207168,0.94171435,Kepler
136800,5.38,1.0593424,4.049861959243808,2052536940593555328,1.2982912,Kepler
136801,2.88,0.84551907,4.754103508731735,2052541987175338880,0.97179484,Kepler
136802,7.29,1.0327253,5.686426221985295,2052530171724900224,0.9760039,Kepler
136803,20.92,0.8538122,4.814918390547977,2052528969134080640,0.9058026,Kepler
136804,5.41,0.79906845,3.0701852530111893,2052529347091213952,0.9770477,Kepler
136805,5.69,0.8262663,4.438905201157269,2052527938341973632,0.91911924,Kepler
136806,3.26,0.7496996,3.701426575366467,2051799335793542272,1.011985,Kepler
136807,48.74,0.86426353,4.888695444024613,2051796934911998080,0.98364365,Kepler
136808,11.75,0.74697495,2.554122001666345,2051796660034088576,0.96945035,Kepler
136809,16.52,0.78230095,4.424837650469662,2051791059396809600,0.97592366,Kepler
136810,3.52,0.9452076,3.2855177130155973,2051790887598165504,1.003923,Kepler
136811,8.43,0.9555416,5.4360976252966395,2051788344977309952,0.9131557,Kepler
136812,27.04,1.3065853,6.50554327197592,2051741306494116864,1.0423914,Kepler
136813,1.09,0.7988548,4.394413328164628,2051835658334587904,1.0001391,Kepler
136814,9.7,0.87232304,4.214190179590078,2051834490103448192,1.1972795,Kepler
136815,14.79,0.75991154,3.3097222316148347,2051834898117595136,0.97348326,Kepler
136816,19.66,1.0170889,5.622075962067283,2051833253152992384,1.0321786,Kepler
136817,30.63,1.0194931,5.575798671736544,2051833184433510784,0.9324211,Kepler
136818,9.76,0.8410244,2.860807647035461,2051826140687236352,0.9772559,Kepler
136819,94.6,1.1679602,3.4374626605823213,2051825556571739008,0.97886395,Kepler
136820,5.61,0.82405376,2.7700966056599974,2051825831449705216,1.0306177,Kepler
136821,29.75,0.96261215,3.265306088308863,2051827270256829184,0.9610072,Kepler
136822,1.03,0.7761278,3.3267043974575223,2051824422700490624,0.9849077,Kepler
136823,10.3,0.8389921,4.5113006083144676,2051824491420004352,1.0352356,Kepler
136824,8.55,1.0156384,3.648732839859864,2051659358522218240,0.9704629,Kepler
136825,16.99,0.8253536,4.918265071361807,2051659186722369664,1.0295429,Kepler
136826,4.42,0.7359953,3.232970763069124,2051658465167865984,0.9678511,Kepler
136827,5.6,0.80344963,3.603783004246022,2051660458032720512,1.0083426,Kepler
136828,30.43,1.333662,6.37115969838214,2051655407151178752,0.9494206,Kepler
136829,17.43,0.7986355,2.5553044779729888,2099840301640866176,1.0244123,Kepler
136830,4.21,0.7359028,3.833570989393211,2099089232121291264,0.8880106,Kepler
136831,7.3,0.95092297,5.146374782846937,2099091259345916800,0.9784275,Kepler
136832,4.92,0.7733793,3.2382240917681955,2099080985784231168,0.99557614,Kepler
136833,8.97,0.81283,4.37388282112169,2099171283175075328,0.97625256,Kepler
136834,29.99,0.9772463,4.751419707580082,2099170905217965056,0.89939755,Kepler
136835,12.15,0.76962376,3.1637035612069404,2099124309114455808,1.0380028,Kepler
136836,30.63,1.0817137,5.223130397474739,2099127096551788032,1.1125897,Kepler
136837,25.58,0.8037138,4.600349533441108,2051098882465737856,0.9706234,Kepler
136838,12.0,0.822114,4.816848246467536,2051098435789124736,0.8608674,Kepler
136839,2.36,0.8250675,4.272756600962007,2051094862376832640,1.0229768,Kepler
136840,8.31,0.8669119,3.725951371432639,2051103898987671552,0.9985864,Kepler
136841,15.19,1.0260267,4.679975876385379,2051101287647613056,0.9532466,Kepler
136842,7.19,0.71527576,3.5392252909961535,2051090395610781696,0.9854815,Kepler
136843,4.24,0.73224735,3.1880943488394955,2052588102245207808,0.9232567,Kepler
136844,4.79,0.74018,3.4012784638115043,2052540170409137408,1.0109463,Kepler
136845,21.67,0.87047577,4.892058332305959,2052543090986759936,1.0296766,Kepler
136846,23.05,1.1656408,2.5722786795140244,2052543949980251648,0.90502495,Kepler
136847,20.64,0.96113586,4.2897724931447865,2052542438151749248,1.2831814,Kepler
136848,15.53,1.0726995,4.866905882247387,2052542438151753600,1.0846269,Kepler
136849,7.87,1.081254,5.4782149388277706,2052542609950460544,0.9653362,Kepler
136850,6.98,0.7031355,3.972571607213659,2052528655596850560,0.9181627,Kepler
136851,20.63,0.98194027,5.454246048761018,2052552711713849088,0.9572574,Kepler
136852,3.55,0.7290478,3.708145119642312,2052552436835942016,1.1843076,Kepler
136853,13.34,0.83533955,4.869454850742372,2052553192750214016,0.99933356,Kepler
136854,15.53,0.9044657,4.958032436932735,2052553158390492288,1.0321639,Kepler
136855,11.56,0.8103838,3.537318713429343,2051802123232503552,1.1079719,Kepler
136856,4.21,0.9031563,4.487727451419021,2051802672988354432,1.3721815,Kepler
136857,15.14,0.73137283,4.143525613680678,2051807479051353344,0.9392163,Kepler
136858,3.71,0.75107574,3.837152646238101,2051804700213114240,0.9589224,Kepler
136859,20.21,1.0401897,5.451230804277529,2051793979974688000,1.0635302,Kepler
136860,21.5,1.0028505,4.136062953185178,2051886716907303808,0.986695,Kepler
136861,6.7,0.74702644,3.070162110202576,2051883521451567360,1.0554365,Kepler
136862,5.02,0.86731625,1.967802665768961,2051883143494457600,0.9621334,Kepler
136863,5.04,0.76692104,3.8722848774419183,2051884105567137152,1.0099151,Kepler
136864,6.52,0.7422981,2.7678735871857914,2051838888150256768,0.8988007,Kepler
136865,10.91,1.1709166,5.4078260085700265,2051829301783411200,1.0075707,Kepler
136866,4.79,0.7753277,2.5807708008782395,2051828992545745536,0.9941931,Kepler
136867,2.77,0.6145325,3.166425906710357,2051828270991261568,0.99365413,Kepler
136868,15.53,0.95439625,3.1533887348042917,2051851841772044416,1.0362877,Kepler
136869,6.71,0.99636173,4.685863310083903,2051824938096648448,1.0055363,Kepler
136870,22.08,0.9238548,5.354592801975796,2051848886834608640,1.0303563,Kepler
136871,9.55,0.7135334,3.865619324295148,2051847546804774656,0.78753877,Kepler
136872,18.47,0.9800148,5.655828742243347,2051847856042428160,0.96070355,Kepler
136873,6.3,0.81629944,3.6174580728147863,2051847684244243072,1.0315827,Kepler
136874,19.89,0.78997993,4.157502089858445,2051849294850028928,0.94938576,Kepler
136875,5.33,0.7359762,3.817121973092762,2051661518883516160,1.0528158,Kepler
136876,21.95,0.83100796,3.559631914517194,2051661690682227200,1.048774,Kepler
136877,7.22,0.8222065,3.3018858577344403,2051661621962739584,1.0337417,Kepler
136878,31.06,1.1465683,5.991435411545838,2051660973428837760,0.9607663,Kepler
136879,10.32,1.112256,5.950998149340979,2051657846692658176,1.0066205,Kepler
136880,21.52,0.9228773,5.192397337067625,2051662961989408384,0.9980912,Kepler
136881,20.65,0.84397984,3.1299448303284407,2051663069372967168,0.9122382,Kepler
136882,2.12,0.63910294,3.216342942437789,2051651146543461120,0.87453353,Kepler
136883,7.67,0.74074364,4.007764616638971,2099840610879278336,0.9942144,Kepler
136884,16.41,1.2231627,6.014320835343348,2099842702524818688,1.2734265,Kepler
136885,14.25,0.7952452,4.19451414232323,2099094317362752768,1.0188941,Kepler
136886,5.13,0.6925745,3.614670713840979,2099093698887516160,1.0124539,Kepler
136887,13.49,0.7794285,3.497869667761327,2099176162257957376,0.9332461,Kepler
136888,23.87,1.0676918,5.659217860552875,2099175234545014912,1.0230767,Kepler
136889,8.97,0.69176865,3.155404254674554,2099131391519085824,1.0244304,Kepler
136890,20.91,1.0050707,2.4484810739009912,2099128951977772928,1.0478396,Kepler
136891,14.49,0.8756809,4.991384018451841,2051105307736986496,0.9995592,Kepler
136892,11.37,0.7842798,4.496540640878607,2051104276944815744,0.98897606,Kepler
136893,13.13,0.8656969,4.944297904102138,2051104586182508928,0.98696005,Kepler
136894,2.94,0.72439575,1.973854323067128,2051106338529274240,0.92976725,Kepler
136895,29.14,1.0360498,5.417070597924248,2051101493806107648,1.017451,Kepler
136896,26.84,0.9174719,4.884716031859355,2051106372889035904,0.99687546,Kepler
136897,8.72,0.8577175,4.117130893466081,2051102795175163008,0.95390993,Kepler
136898,5.21,0.78644466,2.9215468357994236,2051102558958196736,0.9713972,Kepler
136899,9.03,0.7268152,3.632930320326654,2052591503859174272,0.89714664,Kepler
136900,25.4,0.94205475,5.158444553087641,2052541819676434048,0.9776572,Kepler
136901,4.31,1.0245066,5.106041212633011,2052541613518002176,0.95967126,Kepler
136902,5.25,0.74973774,3.755307776147206,2052594836754055936,1.003351,Kepler
136903,14.33,0.8337612,3.5447682003011423,2052547832630665728,1.0317237,Kepler
136904,2.22,0.7259836,4.024149531776223,2052548382386513024,1.0084512,Kepler
136905,14.69,0.78261185,3.5448216880773877,2052549619337105664,1.0246471,Kepler
136906,24.73,0.7639322,3.5710286599409304,2052545599247719808,1.1522051,Kepler
136907,3.26,0.84889793,4.730569580222134,2052568414114430848,0.9846965,Kepler
136908,10.37,0.72823334,3.480423383821247,2052568482833924992,0.95757943,Kepler
136909,17.96,0.83191776,4.523799021189568,2052557041041057024,1.0136759,Kepler
136910,6.48,0.8037243,4.129330920871848,2052555872809793408,1.0315583,Kepler
136911,31.27,1.0775509,5.733323310395731,2052557419000252160,1.1414658,Kepler
136912,6.12,0.7526684,3.044972750536811,2052557418998236800,1.0084839,Kepler
136913,21.37,0.9240761,4.455499013036697,2052557453357780352,1.0610968,Kepler
136914,20.65,0.8600359,4.771631004178225,2052554532780023936,0.9191806,Kepler
136915,10.62,0.691864,3.8495987051246647,2052554120463154816,0.9341409,Kepler
136916,3.07,0.7156019,3.8399274130123526,2052553845585270784,1.0674658,Kepler
136917,10.16,0.73215485,4.1935888781997654,2052559995978462208,0.73137313,Kepler
136918,32.79,1.0441551,5.01551824725224,2052559613723385216,1.1494448,Kepler
136919,21.96,0.8872299,5.116155421668978,2051808789021826432,0.960126,Kepler
136920,13.31,0.8240719,3.909994565847642,2051809476216611712,0.96296805,Kepler
136921,2.99,0.71283054,3.9185811061266738,2051808204906308480,1.137139,Kepler
136922,13.62,0.7710533,4.462297677304036,2051804936435458688,0.9970507,Kepler
136923,12.97,0.8561497,4.341753551048562,2051794186133151104,1.097655,Kepler
136924,9.9,1.044342,5.723455792833789,2051885823554213248,1.0095453,Kepler
136925,10.59,0.773901,4.360085439918874,2051884930200870656,0.9694914,Kepler
136926,8.66,0.88166237,4.5700111889805815,2051886064072422400,1.0561005,Kepler
136927,4.91,0.75869083,3.8576968458101857,2051885445596954880,1.0438157,Kepler
136928,19.9,0.8514185,4.735723171510909,2051843664153907840,0.98824596,Kepler
136929,16.2,0.8638201,4.853045606641997,2051843595434429440,0.98815864,Kepler
136930,11.73,0.78532505,3.115307085728448,2051845107262949760,0.9842959,Kepler
136931,13.27,0.7432766,4.4177942993387465,2051842049246285824,0.93093807,Kepler
136932,21.81,0.9895792,5.386150982029758,2051841018454180096,1.2868565,Kepler
136933,7.88,0.8609781,3.5216250497759916,2051852838204444800,1.0296662,Kepler
136934,20.95,0.9386225,4.020374697105943,2051851979211037312,0.9373265,Kepler
136935,12.79,1.0598431,3.9608672637862,2051850089425572096,0.99744797,Kepler
136936,13.14,0.868947,3.559881847750873,2051668115953404032,0.9018973,Kepler
136937,13.52,1.1066341,5.834499936029406,2051668429492123904,1.0003182,Kepler
136938,1.73,0.68845654,3.99126537790746,2051667325679376768,1.0024236,Kepler
136939,7.7,1.0804167,4.0218711633218955,2051669529003834624,1.1136235,Kepler
136940,21.93,0.8983717,5.0326556432856755,2051666432326307712,0.87232554,Kepler
136941,13.22,0.8469658,4.417189816565642,2052040614178776448,0.9498777,Kepler
136942,6.05,0.8154259,2.988887889261939,2052040992135925888,1.0300403,Kepler
136943,7.68,0.689435,3.4881590370063833,2052028828788529664,0.89996874,Kepler
136944,6.18,0.76738644,3.266990510918916,2052029859580783872,1.01333,Kepler
136945,6.21,0.84423923,4.821527809314086,2052029962660001408,0.9505316,Kepler
136946,20.07,1.0174103,5.4953623101769615,2052029756501353344,0.86243135,Kepler
136947,18.6,0.88377,4.865955787011442,2099859474374899456,1.0495464,Kepler
136948,23.7,1.0233908,4.947300757321326,2099846417674329216,1.2018476,Kepler
136949,2.84,0.87744236,4.222329536034476,2099846383314601472,1.0346189,Kepler
136950,16.86,0.84148216,4.810424480786242,2099097375379409792,1.0143987,Kepler
