,Unnamed: 0.1,Unnamed: 0,source_id,in_training_sample,mh_xgboost,teff_xgboost,logg_xgboost,Prot,bp_rp,abs_G,ruwe,survey,teff
81636,81636,81636,2051762472093410176,False,0.204,5565.0,4.363,26.26,0.8910217,4.633963037470883,1.0703119,Kepler,5562.478489386261
81637,81637,81637,2051762506453163648,False,-0.001,6338.2,4.272,1.71,0.83236504,3.692735794334888,1.0084606,Kepler,5735.887099362058
81638,81638,81638,2051762643892077952,False,-0.004,4032.9,4.651,0.374,1.8161583,7.929670096178992,1.0444661,Kepler,3949.948479742173
81639,81639,81639,2051763709044322944,False,0.165,4665.2,4.563,33.064,1.3469486,6.609073984751845,1.0367793,Kepler,4523.939522655948
81640,81640,81640,2051764052641296512,False,-0.021,5887.6,4.331,3.93,0.9366226,4.613906953260715,1.0095832,Kepler,5433.74313101053
81641,81641,81641,2051765014714379136,False,0.266,5762.2,4.228,11.18,0.946146,4.3374911853449,1.0177205,Kepler,5407.542425257427
81642,81642,81642,2051765014714381312,False,-0.089,5310.1,4.54,28.78,0.99052906,5.586023824852424,1.0428385,Kepler,5288.599955232241
81643,81643,81643,2051767282457161856,False,0.295,5760.4,4.255,12.34,0.9438677,4.482281915460954,0.93221223,Kepler,5413.788766378413
81646,81646,81646,2051769511540249472,False,0.262,6182.9,4.042,4.84,0.8680525,3.0473108608148767,0.9076506,Kepler,5629.349681001045
81647,81647,81647,2051770615351672064,False,0.406,5609.6,4.156,23.03,0.87120533,4.097523830030299,0.91757137,Kepler,5620.091292448753
81648,81648,81648,2051771955381705216,True,-0.054,4877.2,4.581,10.267,1.2040281,6.341437463895755,0.96361834,Kepler,4790.386074682889
81649,81649,81649,2051772917454316672,False,0.039,6284.2,4.071,4.25,0.7988186,3.4186376691028784,1.0077041,Kepler,5838.899029212187
81650,81650,81650,2051773501569851648,False,-0.153,5254.5,4.496,9.56,0.9855776,4.987020399397977,1.3263624,Kepler,5301.609765464325
81651,81651,81651,2051773570289328640,False,-0.153,5673.5,4.283,20.91,0.8551254,4.127682172167093,1.2641981,Kepler,5667.572801145164
81652,81652,81652,2051773845167236352,False,-0.195,6362.1,3.705,0.859,0.7592983,2.6927016223246163,1.1259701,Kepler,5963.717979609548
81653,81653,81653,2051774807239941504,False,-0.015,5990.9,3.895,11.35,0.8897219,3.045726060555083,0.9178855,Kepler,5566.226713138798
81654,81654,81654,2051776868824499328,False,0.025,6263.7,4.29,4.64,0.7387285,3.930894990583134,0.9250712,Kepler,6030.126910127008
81655,81655,81655,2051777452941017728,False,0.037,6167.2,3.801,4.22,0.84938717,2.2139839733238595,0.99346,Kepler,5684.67421137398
81656,81656,81656,2051778174494555520,False,0.321,5843.5,4.191,16.79,0.8577471,3.977479466243379,0.98564243,Kepler,5659.786914781879
81657,81657,81657,2051780648395826048,False,-0.186,5438.3,4.505,18.83,0.9192934,4.6463754884065995,1.064684,Kepler,5482.02869857326
81658,81658,81658,2051781610468412672,False,-0.289,6040.6,3.993,10.97,0.9774809,3.193429611078015,1.034099,Kepler,5323.024549301792
81659,81659,81659,2051781954065803520,False,0.026,5381.0,4.342,6.94,1.0551023,4.625703743338075,1.0208205,Kepler,5124.960838593675
81660,81660,81660,2051782332022911104,False,0.043,6337.2,4.018,2.16,0.8083792,2.9087218196537066,1.2224407,Kepler,5809.262293022834
81661,81661,81661,2051782469461848832,False,-0.142,6318.7,3.96,5.48,0.7085514,3.041470672283161,0.9588828,Kepler,6129.289096324203
81662,81662,81662,2051782568241032320,False,0.096,6225.6,4.151,20.36,0.77398777,3.0008869682831474,1.1161418,Kepler,5916.893292008299
81663,81663,81663,2051783568973541504,False,-0.077,4648.5,4.554,26.308,1.3394632,6.27970493797126,1.229765,Kepler,4536.630570493287
81664,81664,81664,2051786661350061952,False,0.017,6031.7,4.367,10.23,0.8905897,4.54985259985326,0.9911218,Kepler,5563.723764172595
81665,81665,81665,2051788344977309952,False,-0.082,5417.4,4.524,8.43,0.9555416,5.4360976252966395,0.9131557,Kepler,5381.927377806123
81666,81666,81666,2051790200403100928,False,0.011,6211.5,4.201,5.86,0.7296934,3.5973564520451795,0.9959768,Kepler,6059.601847204992
81667,81667,81667,2051790887598165504,False,-0.216,5905.5,3.883,3.52,0.9452076,3.2855177130155973,1.003923,Kepler,5410.113551106701
81668,81668,81668,2051791059396809600,False,-0.078,5887.6,4.35,16.52,0.78230095,4.424837650469662,0.97592366,Kepler,5890.618331035037
81670,81670,81670,2051793979974688000,False,0.123,5374.6,4.501,20.21,1.0401897,5.451230804277529,1.0635302,Kepler,5161.754669525665
81671,81671,81671,2051796144637983872,False,-0.109,6071.2,4.004,14.25,0.94067764,3.296176033341453,0.98071694,Kepler,5422.5577966729725
81672,81672,81672,2051796660034088576,False,0.233,6305.3,4.042,11.75,0.74697495,2.554122001666345,0.96945035,Kepler,6003.386830762017
81673,81673,81673,2051796934911998080,False,-0.314,5609.3,4.457,48.74,0.86426353,4.888695444024613,0.98364365,Kepler,5640.5093667390465
81674,81674,81674,2051799335793542272,False,0.028,6151.5,4.27,3.26,0.7496996,3.701426575366467,1.011985,Kepler,5994.586050940547
81675,81675,81675,2051802672988354432,False,0.078,5699.2,4.317,4.21,0.9031563,4.487727451419021,1.3721815,Kepler,5527.6954498051455
81676,81676,81676,2051804700213114240,False,-0.009,6203.3,4.267,3.71,0.75107574,3.837152646238101,0.9589224,Kepler,5990.147523090109
81677,81677,81677,2051804936435458688,True,0.047,5838.3,4.359,13.62,0.7710533,4.462297677304036,0.9970507,Kepler,5926.20696724216
81678,81678,81678,2051805348746011008,False,0.013,5490.7,3.578,37.48,0.96464443,2.257693569349751,0.8980736,Kepler,5357.333028720943
81680,81680,81680,2051807345912955008,False,-0.162,6182.5,3.166,1.282,0.63535595,1.370351325980197,1.1185625,Kepler,6378.03018747822
81681,81681,81681,2051807479051353344,False,-0.202,5978.1,4.242,15.14,0.73137283,4.143525613680678,0.9392163,Kepler,6054.109116286849
81682,81682,81682,2051808789021826432,True,0.022,5516.4,4.486,21.96,0.8872299,5.116155421668978,0.960126,Kepler,5573.424977473871
81683,81683,81683,2051809476216611712,False,-0.381,5800.0,4.242,13.31,0.8240719,3.909994565847642,0.96296805,Kepler,5761.0974368720745
81684,81684,81684,2051811159843850112,False,0.253,4667.1,4.561,31.136,1.3843603,6.630011148226384,1.0369921,Kepler,4462.506180196488
81685,81685,81685,2051811606520489728,False,-0.211,5251.5,4.558,22.39,1.00488,5.74704256271472,1.0444578,Kepler,5251.26377564888
81686,81686,81686,2051812912187806208,False,0.365,5386.3,3.703,47.34,1.102171,3.216006906815636,0.9943063,Kepler,5012.769178707622
81687,81687,81687,2051813565022777088,False,-0.101,6185.7,4.193,7.36,0.7938528,3.6802561886198166,0.9737118,Kepler,5854.379205267005
81688,81688,81688,2051814355296846592,False,0.043,6177.9,4.148,5.72,0.81076336,3.615706193163682,1.0473231,Kepler,5801.9060961187415
81690,81690,81690,2051815248650053632,False,-0.002,6032.1,4.259,7.77,0.79974747,4.054780528397288,1.0162289,Kepler,5836.009980192535
81694,81694,81694,2051818306666701184,False,0.18,5938.1,4.127,10.9,0.8184347,3.470772587286902,1.035668,Kepler,5778.330313684306
81695,81695,81695,2051818645960832640,False,-0.0,6226.0,3.604,3.804,0.7749357,1.632469979358298,0.8776363,Kepler,5913.88899474887
81696,81696,81696,2051821089805745792,False,-0.065,5537.4,4.393,47.42,0.8879795,4.723490209008837,0.955695,Kepler,5571.258049238997
81697,81697,81697,2051821570842126080,False,0.183,4587.2,4.589,21.537,1.4631319,6.863266608951914,0.95169085,Kepler,4343.585423783233
81698,81698,81698,2051821777000474496,False,-0.173,6152.0,4.25,2.64,0.75075626,3.8991060724668856,0.9523719,Kepler,5991.177568255223
81699,81699,81699,2051822017518632448,False,-0.072,6324.2,4.241,1.14,0.6223202,3.5637449191847477,0.89459366,Kepler,6423.499990142246
81700,81700,81700,2051822219373749888,False,-0.06,6248.2,4.18,20.9,0.8059988,3.5550350293177093,1.0147178,Kepler,5816.620622788298
81701,81701,81701,2051822258036858880,False,-0.006,5941.6,4.365,5.93,0.75921345,4.429856753395185,0.94720286,Kepler,5963.98991155785
81702,81702,81702,2051822635994216192,False,0.025,5684.6,4.346,5.85,0.9225855,4.666230525238861,1.1025026,Kepler,5472.795362654549
81703,81703,81703,2051824422700490624,False,-0.293,6110.5,4.073,1.03,0.7761278,3.3267043974575223,0.9849077,Kepler,5910.113846384171
81704,81704,81704,2051824491420004352,False,-0.169,5984.5,4.336,10.3,0.8389921,4.5113006083144676,1.0352356,Kepler,5715.863411168022
81705,81705,81705,2051825556571739008,False,-0.067,5114.9,3.632,94.6,1.1679602,3.4374626605823213,0.97886395,Kepler,4865.963173057774
81706,81706,81706,2051825831449705216,False,-0.077,6171.9,3.913,5.61,0.82405376,2.7700966056599974,1.0306177,Kepler,5761.152765928586
81707,81707,81707,2051826140687236352,False,0.017,5799.4,3.938,9.76,0.8410244,2.860807647035461,0.9772559,Kepler,5709.744600140264
81708,81708,81708,2051827270256829184,False,-0.155,5789.1,3.971,29.75,0.96261215,3.265306088308863,0.9610072,Kepler,5362.804887544528
81709,81709,81709,2051828270991261568,False,0.091,6364.5,4.206,2.77,0.6145325,3.166425906710357,0.99365413,Kepler,6450.827032264811
81710,81710,81710,2051828992545745536,False,0.02,6256.8,3.962,4.79,0.7753277,2.5807708008782395,0.9941931,Kepler,5912.6472378414
81711,81711,81711,2051829301783411200,False,0.016,5009.2,4.548,10.91,1.1709166,5.4078260085700265,1.0075707,Kepler,4859.638369021909
81712,81712,81712,2051830195136176896,False,-0.018,6242.4,4.191,10.96,0.82260704,3.5341228291597098,1.0861083,Kepler,5765.568023109757
81713,81713,81713,2051830332575103360,False,0.152,4941.4,4.534,29.61,1.1673384,6.034428390225315,1.0000368,Kepler,4867.296392067114
81714,81714,81714,2051830500070899712,True,0.013,6080.4,3.871,4.268,0.76775837,2.5631883659891557,0.93834925,Kepler,5936.688771727231
81715,81715,81715,2051833184433510784,False,0.008,5245.0,4.524,30.63,1.0194931,5.575798671736544,0.9324211,Kepler,5213.813119759237
81716,81716,81716,2051833253152992384,False,-0.014,5261.5,4.525,19.66,1.0170889,5.622075962067283,1.0321786,Kepler,5219.9352027336845
81717,81717,81717,2051833287512751104,False,-0.286,6186.3,3.648,1.412,0.7154455,2.2019705941263545,1.0851176,Kepler,6106.455675976313
81718,81718,81718,2051834490103448192,False,0.02,5961.5,4.259,9.7,0.87232304,4.214190179590078,1.1972795,Kepler,5616.8151450164405
81719,81719,81719,2051834898117595136,False,-0.121,6070.9,4.135,14.79,0.75991154,3.3097222316148347,0.97348326,Kepler,5961.753131079023
81720,81720,81720,2051835005499426560,False,-0.13,4421.0,4.576,30.462,1.4836388,6.546171805988365,1.042674,Kepler,4314.827362452194
81721,81721,81721,2051838888150256768,False,0.255,6128.7,4.048,6.52,0.7422981,2.7678735871857914,0.8988007,Kepler,6018.533000463104
81722,81722,81722,2051841018454180096,False,0.031,5296.1,4.466,21.81,0.9895792,5.386150982029758,1.2868565,Kepler,5291.090606592211
81723,81723,81723,2051842049246285824,True,-0.091,5950.5,4.357,13.27,0.7432766,4.4177942993387465,0.93093807,Kepler,6015.359949716829
81724,81724,81724,2051843664153907840,False,-0.156,5759.6,4.431,19.9,0.8514185,4.735723171510909,0.98824596,Kepler,5678.6109023233485
81725,81725,81725,2051845107262949760,False,0.022,6077.2,4.014,11.73,0.78532505,3.115307085728448,0.9842959,Kepler,5881.100795015043
81726,81726,81726,2051845416500689792,False,0.213,5867.6,4.161,17.27,0.90003204,3.661180901339227,1.0329447,Kepler,5536.614705993568
81727,81727,81727,2051846172414898304,False,0.088,6299.2,4.02,5.36,0.75565434,2.915859298992146,1.1431236,Kepler,5975.411372561105
81728,81728,81728,2051846344213570176,False,0.043,6114.5,4.172,18.39,0.84436035,3.4754365912644634,1.2564782,Kepler,5699.723023090986
81729,81729,81729,2051847546804774656,True,0.098,6129.2,4.294,9.55,0.7135334,3.865619324295148,0.78753877,Kepler,6112.778043269462
81730,81730,81730,2051847856042428160,False,-0.16,5343.2,4.548,18.47,0.9800148,5.655828742243347,0.96070355,Kepler,5316.303905818217
81731,81731,81731,2051849127352793088,False,-0.019,4992.3,4.568,20.855,1.1554842,6.14161984542406,0.9755432,Kepler,4892.910692819285
81732,81732,81732,2051849294850028928,True,0.104,5872.6,4.26,19.89,0.78997993,4.157502089858445,0.94938576,Kepler,5866.493297040175
81733,81733,81733,2051851841772044416,False,0.114,5781.6,3.984,15.53,0.95439625,3.1533887348042917,1.0362877,Kepler,5385.037452462153
81734,81734,81734,2051851979211037312,False,0.122,5856.3,4.142,20.95,0.9386225,4.020374697105943,0.9373265,Kepler,5428.221254929096
81735,81735,81735,2051852838204444800,False,0.091,6022.2,4.134,7.88,0.8609781,3.5216250497759916,1.0296662,Kepler,5650.215290506068
81737,81737,81737,2051856544755481344,False,0.094,5811.8,4.401,12.34,0.79183483,4.585748499520019,0.94179267,Kepler,5860.686816289653
81738,81738,81738,2051861462499037824,False,0.117,5688.8,4.257,14.1,0.9231291,4.038822299391105,1.0762113,Kepler,5471.273446799099
81739,81739,81739,2051861634297708800,False,0.167,5923.0,4.302,15.91,0.76998806,4.2639330448384545,1.0406631,Kepler,5929.592918091443
81740,81740,81740,2051862665090008064,False,0.102,6380.6,4.118,2.29,0.773119,3.119536156493538,1.0081898,Kepler,5919.648561593827
81741,81741,81741,2051863146126393088,False,-0.227,6143.7,3.777,4.03,0.7901325,2.7466997148845618,1.0800296,Kepler,5866.015390077158
81742,81742,81742,2051863627162644480,False,-0.032,5560.2,4.49,11.37,0.9444418,5.205334502623604,0.9299988,Kepler,5412.213487428278
81743,81743,81743,2051864005119780480,False,0.119,6408.3,4.274,3.89,0.72902775,3.722070547192395,0.9089748,Kepler,6061.78067743145
81744,81744,81744,2051864417436679552,False,0.165,6088.8,4.263,8.49,0.8300886,4.017422960588794,1.0327272,Kepler,5742.790402605604
81745,81745,81745,2051866238502437632,True,0.17,6186.0,4.304,7.87,0.6918917,3.788185740003131,0.83928496,Kepler,6184.897824936483
81746,81746,81746,2051867402433067776,False,0.326,5725.3,4.08,20.02,0.8402338,3.615942543247943,0.9340813,Kepler,5712.123706010251
81747,81747,81747,2051869193439946752,False,0.068,3993.0,4.648,17.539,1.9119911,7.97038191099497,1.0134343,Kepler,3870.363674632861
81748,81748,81748,2051869296519117056,False,0.271,5720.0,4.341,15.95,0.86540794,4.575624104552148,1.0220155,Kepler,5637.134904866685
81749,81749,81749,2051869537037321600,False,-0.145,6208.8,4.002,5.42,0.7833805,3.0542793503123065,0.97075623,Kepler,5887.218249858274
81750,81750,81750,2051869743195821312,False,-0.042,6112.1,3.913,8.05,0.7749033,2.629601610463016,0.97395176,Kepler,5913.9916459437845
81751,81751,81751,2051869949354222592,False,0.02,6236.4,4.159,6.39,0.8053436,3.221004456612464,0.9873315,Kepler,5818.648392273637
81752,81752,81752,2051870357370717440,False,0.094,5947.8,4.18,4.49,0.81696033,3.773014746725901,1.0180469,Kepler,5782.8502638692735
81753,81753,81753,2051870808348062976,True,-0.066,4228.6,4.597,22.446,1.6919527,6.826195419865673,1.0851804,Kepler,4067.0475985806142
81754,81754,81754,2051871839139938688,False,-0.106,4934.1,4.545,16.183,1.1137352,4.975155200800586,1.1832982,Kepler,4986.120771723188
81755,81755,81755,2051873213529761152,True,-0.367,5950.4,4.257,4.1,0.7599869,3.9878535343092167,1.0095234,Kepler,5961.511734481643
81756,81756,81756,2051873832004838528,False,0.208,4764.1,4.544,44.23,1.2857866,6.292385453695285,1.0024655,Kepler,4631.649815586187
81757,81757,81757,2051875481272342016,False,-0.002,3673.2,4.652,38.698,2.3527632,9.189913996189638,1.0296085,Kepler,3558.1816380321516
81758,81758,81758,2051876168467188992,False,0.205,5823.0,4.136,19.14,0.890398,3.684585918520233,1.0415103,Kepler,5564.27650810954
81759,81759,81759,2051876924381408640,False,-0.049,5289.8,4.521,35.68,0.9987831,5.506336635818567,0.9200648,Kepler,5267.058420542677
81760,81760,81760,2051878470569766144,False,-0.084,4987.4,4.524,7.45,1.1123037,5.265757516079734,1.1829091,Kepler,4989.399939259138
81761,81761,81761,2051878676728255488,False,-0.026,5691.7,4.451,9.04,0.8616085,4.857038400075231,1.0203309,Kepler,5648.3508340518565
81762,81762,81762,2051879703220631680,False,0.029,5497.0,4.264,24.68,0.9518881,4.34914216708348,1.0415375,Kepler,5391.860166880706
81763,81763,81763,2051880360355387648,False,-0.206,6055.2,3.42,1.87,0.6999035,1.5720746350174402,0.9966242,Kepler,6158.079327785085
81764,81764,81764,2051880841391744768,False,0.064,5656.7,4.476,3.67,0.8718729,4.846070708764172,0.97167945,Kepler,5618.1341806626915
81765,81765,81765,2051880875751487488,False,-0.03,5914.2,4.336,9.158,0.781065,4.410219341106384,0.95538133,Kepler,5894.514389684201
81766,81766,81766,2051881940903401984,False,-0.147,6221.5,3.901,3.06,0.7494068,2.480053110372628,1.2817143,Kepler,5995.5309943117845
81767,81767,81767,2051881970963732864,False,-0.07,6188.5,4.182,5.17,0.6618738,3.5059751504557823,0.98329794,Kepler,6286.60646939861
81768,81768,81768,2051882318860793472,False,0.048,4823.8,4.579,17.82,1.2635031,6.474304316117639,1.0210049,Kepler,4673.210225570437
81769,81769,81769,2051883143494457600,False,-0.14,5997.0,3.703,5.02,0.86731625,1.967802665768961,0.9621334,Kepler,5631.515325407746
81770,81770,81770,2051883521451567360,False,-0.046,6354.1,4.07,6.7,0.74702644,3.070162110202576,1.0554365,Kepler,6003.220357058005
81771,81771,81771,2051884105567137152,False,0.049,6287.3,4.299,5.04,0.76692104,3.8722848774419183,1.0099151,Kepler,5939.35652802719
81772,81772,81772,2051884930200870656,False,-0.023,5992.6,4.333,10.59,0.773901,4.360085439918874,0.9694914,Kepler,5917.168399851587
81773,81773,81773,2051885445596954880,False,0.075,6239.5,4.291,4.91,0.75869083,3.8576968458101857,1.0438157,Kepler,5965.665201144637
81774,81774,81774,2051885823554213248,False,-0.052,5158.1,4.549,9.9,1.044342,5.723455792833789,1.0095453,Kepler,5151.449405166361
81775,81775,81775,2051886716907303808,False,0.274,5512.8,4.274,21.5,1.0028505,4.136062953185178,0.986695,Kepler,5256.510340480958
81776,81776,81776,2051892901660527744,False,0.123,6102.5,3.939,6.24,0.8037987,2.5477321853599015,0.9950858,Kepler,5823.43378691635
81777,81777,81777,2051893073459198976,False,-0.139,6137.3,3.794,3.71,0.7742214,2.405969276467962,1.0226134,Kepler,5916.15264654085
81778,81778,81778,2051894550928019200,False,0.051,5680.6,4.449,17.95,0.84166145,4.860492199676054,1.0442286,Kepler,5707.828692256984
81779,81779,81779,2051894791446182400,False,0.246,5828.7,4.052,14.46,0.83555603,3.3198659286609846,0.9599565,Kepler,5726.231951434918
81780,81780,81780,2051894958941032960,False,-0.004,6374.3,4.242,2.41,0.64706516,3.5473050029688373,0.9103745,Kepler,6337.482146460068
81781,81781,81781,2051895238122815488,False,-0.435,5918.8,4.108,0.401,0.9187908,3.722449345654029,1.0421174,Kepler,5483.44082103873
81782,81782,81782,2051896097116178816,False,0.062,4714.4,4.58,26.006,1.2853212,5.730586590509553,1.0767537,Kepler,4632.504978818195
81783,81783,81783,2051897024829076864,False,-0.115,5375.0,4.491,31.67,0.9435129,5.339447488808135,1.038342,Kepler,5414.762739371297
81784,81784,81784,2051897437145959680,False,0.183,6004.9,4.209,9.42,0.857357,3.6370418959626374,1.0236381,Kepler,5660.944335478143
81785,81785,81785,2051897608944691712,True,-0.226,5452.8,4.455,29.91,0.89519024,5.047073891401329,1.2033459,Kepler,5550.486940278315
