,Unnamed: 0,Prot,bp_rp,abs_G,source_id,ruwe,survey
1516,138121,10.38,0.9656191,5.479632760666316,2052158536801806592,1.0248926,Kepler
1518,138123,1.64,0.8563328,2.4534772830184366,2052157815247433728,1.2115824,Kepler
1519,138124,4.18,0.782526,4.1993510404807015,2076165033163566592,0.98047376,Kepler
1520,138125,2.94,1.0918598,1.616974205385704,2076165548559697024,1.0194455,Kepler
1524,138129,11.29,0.8450813,2.922673661584515,2076163104712263424,0.9513291,Kepler
1527,138132,22.26,0.9531355,5.198441429249666,2073165324931372416,1.1206943,Kepler
1528,138133,14.67,1.022152,5.386976548592939,2073165324931392000,1.002861,Kepler
1529,138134,14.11,0.90290356,4.968190794383764,2073163332066606464,1.0296979,Kepler
1530,138135,7.92,0.74499226,4.119951302606811,2073163469505595648,1.1099905,Kepler
1533,138138,24.37,0.9220867,4.99905725498486,2073162816670657664,0.9538709,Kepler
1538,138143,20.89,0.99058914,5.4883095905057,2100199601424778240,1.0461516,Kepler
1543,138148,2.98,0.9886894,3.4086222547189777,2100233067809001472,0.97272575,Kepler
1548,138153,1.14,0.88091755,4.423690061803317,2100059722930110976,0.9527586,Kepler
1550,138155,9.49,0.95977783,5.252922943771539,2100383975779935744,1.0451916,Kepler
1553,138158,8.88,0.85284424,4.055335864195165,2100375592003744256,1.0191149,Kepler
1560,138165,10.39,0.98723316,4.9598100245555585,2099640671561255424,0.9809918,Kepler
1561,138166,0.92,1.0067091,3.935132301797577,2099636857630334848,0.9598227,Kepler
1562,138167,20.21,1.011384,5.794079705786517,2099590403263629952,0.99578613,Kepler
1563,138168,11.85,0.89486027,4.884322526788395,2099591777653208064,1.0053539,Kepler
1571,138176,13.41,0.73864746,2.9627390443992283,2099496635538295296,1.0613455,Kepler
1574,138179,4.22,0.65658665,3.738784865133166,2052906891896834816,0.96151274,Kepler
1575,138180,13.72,0.74379253,2.4029936576378965,2052912767412135936,1.0157217,Kepler
1577,138182,5.49,1.0524893,3.726743118991461,2052912183296640512,1.1812687,Kepler
1579,138184,26.48,1.082222,5.150918622582674,2052865110455105408,0.93557525,Kepler
1581,138186,3.49,0.8567705,4.589513616442687,2052864045303228288,0.917146,Kepler
1588,138193,9.05,0.7910471,4.22421649605006,2052951009801725184,0.940793,Kepler
1589,138194,6.71,0.82525635,2.7556098944918244,2052947195870860544,0.96737576,Kepler
1590,138195,15.3,0.7668991,2.8390379312322267,2052949016936631040,1.3229221,Kepler
1592,138197,31.06,1.048852,5.693786761957739,2052756258806241024,0.94200903,Kepler
1595,138200,1.23,0.6278801,2.756875330818689,2052768112916265088,1.0026205,Kepler
1597,138202,24.03,1.0954132,5.095112067131922,2052766120051528320,0.9525272,Kepler
1599,138204,18.71,0.71591854,3.4697991812206332,2052771892487614464,0.9866446,Kepler
1601,138206,5.76,0.7750473,4.253149318257142,2052725609918958720,0.9710037,Kepler
1602,138207,26.12,0.929616,5.260596675005543,2052724750925415424,0.91467804,Kepler
1605,138210,3.24,0.71356773,3.8946735654806375,2052725266321585664,0.9340086,Kepler
1608,138213,4.16,0.73473644,4.057615787069414,2053097004330880128,0.9629573,Kepler
1609,138214,3.83,0.81704044,2.0246036325815044,2053096660733768576,1.2600137,Kepler
1611,138216,25.05,1.0919342,5.921255516292797,2053084909702979200,0.98935884,Kepler
1612,138217,12.63,1.052413,5.103029073370035,2053086215373075456,1.3930563,Kepler
1614,138219,13.9,0.8986845,5.332417301141845,2053082676320055680,0.9563729,Kepler
1616,138221,10.25,1.2047939,5.835552934929687,2053091816010518912,0.9888514,Kepler
1620,138225,18.47,0.84008217,4.738354065652484,2052392423537692544,0.9607083,Kepler
1621,138226,22.58,1.0809736,5.762999703902123,2052394072805196032,0.9575619,Kepler
1625,138230,24.71,0.93316936,4.289151483941321,2052383043329283584,1.0249494,Kepler
1628,138233,9.17,0.802186,4.232630105180169,2052381531500762240,1.0474914,Kepler
1634,138239,7.24,0.72640705,4.319030690762261,2052196641752571520,0.95612913,Kepler
1644,138249,14.08,0.818449,4.529546609013554,2052202929585130752,0.9535957,Kepler
1647,138252,7.82,0.91803646,5.1561435852753625,2052160357867924864,0.9730825,Kepler
1650,138255,7.97,0.8107729,4.169359743374002,2052159017838226304,0.9637652,Kepler
1652,138257,11.83,0.92821217,3.2063487497835936,2076167472705119616,1.02888,Kepler
1653,138258,23.22,1.036582,5.477125379461979,2076166201394866432,1.245787,Kepler
1654,138259,1.34,0.6648636,3.609619803487343,2076163482669446272,0.9059028,Kepler
1657,138262,3.57,0.7372837,4.194713683366345,2073187761841186176,1.0027193,Kepler
1658,138263,1.73,0.6792326,3.729604718949023,2073175117457559168,1.0800769,Kepler
1661,138266,18.57,1.019764,4.689128941525123,2073176904164071552,1.0486314,Kepler
1662,138267,17.96,0.9021406,5.12931671585681,2073176148249912448,1.0136086,Kepler
1664,138269,15.01,0.8318558,4.622143321167229,2073182058124939520,0.96198165,Kepler
1665,138270,23.36,0.7377968,3.942280084209021,2073178652200763648,0.9388784,Kepler
1670,138275,26.9,0.9453993,3.262939038605728,2100201972246783872,0.9661559,Kepler
1671,138276,5.19,0.94582367,3.3489393431150596,2100154830685753984,0.96204466,Kepler
1672,138277,15.77,0.9547205,4.118726942118949,2100248838928846720,1.124236,Kepler
1673,138278,17.84,0.9844742,4.808042847839701,2100247808136675968,1.092817,Kepler
1674,138279,5.49,0.7029381,3.946997047596012,2100248800269447040,0.9913863,Kepler
1676,138281,23.38,0.88553905,3.97037250404143,2100240248994353152,1.0058212,Kepler
1681,138286,2.67,0.6857977,3.4141416696211966,2100237362776391296,0.9590082,Kepler
1683,138288,24.71,0.9627733,5.18596412390893,2100072191214739072,1.1296581,Kepler
1684,138289,6.9,0.8084793,4.712861984904578,2100069068778825856,0.89259183,Kepler
1687,138292,23.35,1.0246592,3.183387415634547,2100076009446079232,1.0689995,Kepler
1688,138293,9.29,0.8316641,4.489098789909534,2100076146885056128,0.98810554,Kepler
1690,138295,1.5,0.9359627,3.9992400051908774,2100063227623436160,1.1550864,Kepler
1703,138308,10.46,0.86587715,3.9728234550686494,2099682212484177408,0.95527285,Kepler
1706,138311,5.57,0.96289253,3.954493932869807,2099500896146397312,0.95201993,Kepler
1707,138312,16.08,0.9838991,4.447397333602712,2099499109440011008,1.3064841,Kepler
1709,138314,2.62,0.8576174,2.6813165522872744,2099499418677714816,1.0217751,Kepler
1712,138317,21.22,0.9997492,5.52931953575818,2052913970003131520,0.98664,Kepler
1714,138319,13.5,0.9888811,4.324308782846238,2052914347960339968,0.97864807,Kepler
1716,138321,12.97,0.9594307,3.64851641267704,2052960969826721664,0.9910781,Kepler
1722,138327,9.17,1.061306,5.852439056757174,2052784193273746944,0.9280595,Kepler
1729,138334,15.32,1.0466461,5.31302296243048,2052776565412042112,0.9376106,Kepler
1730,138335,10.17,1.038804,3.687252788457899,2052775878217292288,1.0538747,Kepler
1736,138341,9.97,0.8622036,4.396342927678523,2053093465278003072,1.058534,Kepler
1737,138342,1.59,1.1203938,3.4902822548906247,2053091919089750656,0.9668015,Kepler
1738,138343,24.88,1.1073942,2.6510164595631647,2053089307749650688,0.94068426,Kepler
1740,138345,5.62,0.6882019,3.357163395936377,2052397951152468992,1.0005852,Kepler
1744,138349,20.49,0.921175,4.783364473289337,2052394725640297728,0.9709889,Kepler
1745,138350,16.51,0.9263344,3.1044830976080355,2052395653353298432,1.0171396,Kepler
1746,138351,2.3,0.8510256,2.4654882899710717,2052395618993556096,0.9474808,Kepler
1748,138353,5.81,0.85437965,4.938829445841538,2052388197290113152,0.9634698,Kepler
1750,138355,15.21,1.0935345,5.444001194586937,2052385929547474816,0.97656846,Kepler
1751,138356,3.77,0.6529064,2.168183080528376,2052198634617426560,0.9661359,Kepler
1752,138357,15.64,0.97586536,4.951788654262126,2052217532473852800,1.0253991,Kepler
1753,138358,21.36,0.8458996,4.646981494523317,2052220212533765120,0.95864177,Kepler
1754,138359,4.52,0.79627705,4.015245177226895,2052219972015593472,0.9421845,Kepler
1761,138366,9.56,0.8885212,3.6318518474180426,2052209595374431744,0.9659414,Kepler
1763,138368,8.5,1.0146008,5.402476682522922,2052210901044571008,1.0088719,Kepler
1766,138371,27.42,1.1077986,2.290031287173594,2076182109953609344,1.0388633,Kepler
1767,138372,19.8,0.9159374,5.027736688856482,2076180804283638528,0.90832317,Kepler
1768,138373,24.03,1.0583544,5.767539594575487,2076180941722623488,1.069815,Kepler
1769,138374,5.72,0.7588053,3.9888274954428855,2076180185808427264,0.9974167,Kepler
1770,138375,3.72,0.8845329,3.878497940143206,2076179773491524352,0.9870439,Kepler
1772,138377,36.18,1.0648718,5.390917186999623,2076173657458332160,1.0402669,Kepler
1773,138378,15.34,0.8485346,4.701144846206432,2076172008190962432,0.93650156,Kepler
1774,138379,4.91,0.8944845,4.2692462107041145,2076171595874072832,1.0318,Kepler
1776,138381,18.35,0.9283438,4.709827756095631,2073168623466563328,1.2677356,Kepler
1777,138382,17.35,1.0436182,5.749309799518578,2073191850650614144,1.0616972,Kepler
1778,138383,17.33,0.73742294,2.2860003317699036,2073191850650614272,0.99099714,Kepler
1779,138384,2.74,0.7108793,3.163524706209312,2073192056809474688,0.9916987,Kepler
1782,138387,4.79,0.7069311,3.260296679838829,2073189995224808064,1.244713,Kepler
1783,138388,5.33,0.74195385,4.263532219461567,2073189651626952064,1.0503424,Kepler
1785,138390,11.27,0.81613064,4.402811309234311,2073189548547868288,1.0296096,Kepler
1786,138391,18.71,0.86172295,4.708068759741739,2073183329435243392,1.0356622,Kepler
1787,138392,5.88,0.7185354,2.9091508337595364,2073176388768062720,1.0724456,Kepler
1788,138393,4.05,0.8335724,1.891360195130826,2073182504801597952,0.9991583,Kepler
1790,138395,29.39,0.92673874,4.900234675770619,2073182741009627264,0.9404834,Kepler
1792,138397,11.94,0.7833433,3.420771125841041,2073180855534236672,0.9363846,Kepler
1793,138398,3.74,0.71423054,2.2441485557900815,2073180030900512128,0.87299055,Kepler
1797,138402,22.55,0.88534355,4.988561161361366,2100215441264470144,0.83017874,Kepler
1800,138405,2.78,1.1093378,5.769736842045264,2100206365995549056,1.0252138,Kepler
1801,138406,18.83,0.8560085,4.359302305883169,2100206542092415616,0.9918151,Kepler
1802,138407,3.12,0.70841503,3.518527751330101,2100296221008414848,0.9894078,Kepler
1805,138410,11.32,0.84379864,3.7258529445451014,2100250896213484416,0.9276583,Kepler
1810,138415,1.7,0.6364145,3.484189451965874,2100066766676603904,0.83231837,Kepler
1819,138424,19.25,0.8656454,4.31004279774816,2100382631454083840,0.95843846,Kepler
1826,138431,6.9,1.029398,5.641778260501475,2099688087999889536,1.0534459,Kepler
1827,138432,22.27,0.9239788,4.845395073616826,2099687160286944128,1.0535016,Kepler
1830,138435,24.17,0.9355011,5.069531767922321,2099503438767049472,0.94769216,Kepler
1848,138453,9.22,0.7727032,4.467636069656351,2052954514495186176,1.0257486,Kepler
1851,138456,17.47,0.8700533,4.921593024168292,2052953376321857664,1.0216198,Kepler
1853,138458,23.05,0.9469452,5.000174875171291,2052953861660279168,0.99792063,Kepler
1856,138461,21.66,1.0054626,5.4009261347037025,2052786357937347072,0.93945503,Kepler
1858,138463,3.99,0.7954712,4.0905276896180816,2052786632815304448,0.95533425,Kepler
1865,138470,1.91,1.0106449,4.2659621376717975,2053150502444883712,0.99148273,Kepler
1866,138471,13.6,0.93769455,5.119556305006494,2053151155279948288,1.1647111,Kepler
1867,138472,4.84,0.7740879,4.234739662340402,2053105418163017344,1.0183226,Kepler
1868,138473,11.05,0.7095976,3.3250324869501657,2052368199924550912,0.98410153,Kepler
1877,138482,4.63,0.7748699,3.409984411016282,2052411424473755392,0.9675135,Kepler
1878,138483,24.0,0.96918964,5.444765866520102,2052387578814954112,0.99097383,Kepler
1879,138484,10.98,0.96916294,5.506487542972232,2052411905510133504,1.008059,Kepler
1881,138486,19.93,0.9354172,5.012413175610591,2052224266982882176,1.038358,Kepler
1883,138488,3.88,0.789176,4.196256698295352,2052224851098465024,0.955025,Kepler
1884,138489,11.85,0.8591118,4.9009046181608245,2052224026464744320,0.98505986,Kepler
1886,138491,4.34,0.8854313,4.9986636076932704,2052213954755173888,0.97944206,Kepler
1887,138492,19.92,0.88841534,4.356763701554378,2052214955493700096,0.9737933,Kepler
1889,138494,34.0,1.0450706,4.932418127604695,2076184064150225536,1.0461097,Kepler
1891,138496,23.37,0.82155514,3.4684417404254404,2076186130043227008,1.2693338,Kepler
1897,138502,5.72,0.78695774,4.539806657785057,2073199615951634944,0.94860995,Kepler
1898,138503,9.03,0.788641,4.551534782822852,2073196656703663872,0.89296293,Kepler
1899,138504,14.1,0.88962364,4.590482650486118,2073196351776507648,1.3889608,Kepler
1904,138509,7.02,0.7385912,3.9453502465674504,2073228753004878080,0.9313419,Kepler
1905,138510,19.36,0.9714575,4.4003575979883305,2073231914100908160,1.3768265,Kepler
1909,138514,13.7,0.8796482,3.6196918963187414,2100302233962662528,0.95338565,Kepler
1911,138516,10.25,1.2292519,6.404201484128702,2100300619054928896,1.1214229,Kepler
1917,138522,20.63,1.1220903,5.205462944777491,2100257841180793856,1.004599,Kepler
1919,138524,19.39,1.0483589,5.195114427181304,2100254954962441472,0.9913398,Kepler
1921,138526,31.06,1.0800304,5.5745561589308465,2100265846999564800,0.9609798,Kepler
1923,138528,6.05,0.7505846,2.729155002567815,2100264262151703424,0.883331,Kepler
1925,138530,13.62,0.8448515,3.562421396536264,2100081816242077952,0.97179353,Kepler
1930,138535,10.02,0.7799845,4.488298909242184,2100398235071537280,1.0011476,Kepler
1931,138536,20.32,0.927948,5.1741424481369584,2100398578668937344,1.0149481,Kepler
1934,138539,1.91,0.92960644,4.982499837805976,2100395035319632256,0.9968177,Kepler
1936,138541,16.88,1.0131588,5.439439742455647,2100408199395924736,0.92330974,Kepler
1937,138542,10.32,0.9724207,5.452802591418996,2100404385465011200,0.961283,Kepler
1938,138543,20.21,1.0102253,5.4461519567223675,2099659569417491968,0.995656,Kepler
1940,138545,3.67,0.75034237,4.1033558737414655,2099737669102290816,0.98012835,Kepler
1947,138552,1.19,0.761878,3.644602344406218,2099516083150821120,0.9671614,Kepler
1948,138553,19.11,0.7900896,3.14882364185914,2101005371650873984,1.0077437,Kepler
1953,138558,11.93,0.92993736,5.091345029971782,2100961081948475776,0.9955257,Kepler
1955,138560,14.09,1.0077572,5.342850352780543,2100960600911407744,0.9781149,Kepler
1960,138565,13.33,1.0165634,4.820810471936866,2052978119635689984,0.96275115,Kepler
1961,138566,32.15,1.313426,6.428030474164679,2052973996467090816,0.9992258,Kepler
1963,138568,14.88,0.92113686,3.5875913093720833,2052788179003748096,0.89607584,Kepler
1965,138570,33.51,1.0497189,5.573226215423153,2052791992934774016,0.9621845,Kepler
1969,138574,14.1,0.84505844,4.504581023638227,2052791065221729024,0.9444072,Kepler
1971,138576,2.23,0.6575508,3.501984462853678,2053153800979763968,0.96787584,Kepler
1973,138578,13.41,0.95470524,4.551314018060163,2053104769632069120,1.0686673,Kepler
1974,138579,15.65,0.7907524,4.357071004594038,2053110748226561024,0.9490308,Kepler
1976,138581,4.16,0.6453152,3.617039823966625,2052369402515399552,1.0043744,Kepler
1981,138586,11.77,0.9096575,4.97072744751485,2052404346367282560,0.9963738,Kepler
1984,138589,3.8,0.91599464,4.027140723322008,2052415238404772352,0.9647428,Kepler
1987,138592,13.88,0.8620529,4.7150574189449745,2052416750233309824,1.0014038,Kepler
1988,138593,9.92,0.8009825,4.204756542543221,2052413279899711872,1.0366293,Kepler
1989,138594,6.57,0.8297367,4.34368017342214,2052413314259460096,0.9801891,Kepler
1990,138595,5.64,0.84947777,4.92233644036617,2052413073741315072,0.9754151,Kepler
1993,138598,5.54,0.756546,2.6747802205505575,2052227324999697664,1.0803057,Kepler
1995,138600,1.81,0.69145775,3.761334465551826,2052229008626929024,1.0593776,Kepler
1996,138601,30.63,1.025981,4.30134945811799,2052227737316575360,1.1343923,Kepler
2004,138609,18.2,0.8698368,4.881020830626117,2076232206453987712,0.9356761,Kepler
2009,138614,8.09,1.0604038,5.555970439978875,2076190665528741376,1.0352143,Kepler
2013,138618,9.61,0.8357544,4.430462678196513,2076188702715377664,1.0325137,Kepler
2016,138621,3.64,0.72774506,3.523152284820492,2076200801652236032,0.98612684,Kepler
2018,138623,7.54,0.77386475,4.315529737841185,2076196747203118208,1.0591662,Kepler
2019,138624,0.41,0.9801302,5.02514602911241,2076196472325212544,0.939591,Kepler
2024,138629,6.18,0.88657093,3.462112491290865,2073195080466151168,1.2226559,Kepler
2026,138631,8.15,1.1040316,5.739799738030991,2073200578024386176,0.9519411,Kepler
2028,138633,2.72,0.7443924,3.1351325557843897,2073198516440123776,1.0067364,Kepler
2030,138635,14.8,0.9572134,4.349760310239407,2073185975135747072,1.1879417,Kepler
2031,138636,16.64,1.0468998,5.558371402841466,2073280223894806912,0.98961574,Kepler
2032,138637,21.07,0.972888,5.199064888150589,2073279296181945216,1.0217781,Kepler
2037,138642,19.63,0.95208263,5.143864118421632,2100225268149765504,1.0157487,Kepler
2038,138643,22.44,1.0300579,5.411041922846763,2100224684034212096,1.016962,Kepler
2040,138645,21.37,1.0955477,5.907933058062765,2100224202997885568,1.0040151,Kepler
2045,138650,16.97,0.8156843,4.518206925647224,2100303814510677760,0.9460987,Kepler
2046,138651,3.37,0.7366047,3.3866081894933178,2100304364266519168,0.97226906,Kepler
2047,138652,17.57,0.9461479,5.222512018433768,2100300241097917952,1.0347605,Kepler
2048,138653,18.47,0.91926765,2.9228845818125677,2100306322771645824,1.0048403,Kepler
2049,138654,18.73,0.9640713,5.25505285176922,2100278697541687552,0.9289657,Kepler
2052,138657,9.11,1.0207729,5.7402686352259575,2100456715346750208,0.9832274,Kepler
2056,138661,13.43,0.96939945,4.685202297668614,2100409470706240512,0.96403366,Kepler
2057,138662,15.32,1.0409632,5.465470070487655,2100411154333521408,1.0136607,Kepler
2058,138663,10.38,0.86025333,4.139957014230843,2099662043318665856,0.97104836,Kepler
2062,138667,4.65,1.0521717,5.642536210130054,2099740658399587328,0.9825253,Kepler
2063,138668,19.66,0.851593,4.644325836902457,2099707707410360832,0.9881407,Kepler
2067,138672,18.47,0.85343266,4.1297778189506325,2099520618636300288,1.1043887,Kepler
2068,138673,10.89,0.8048849,4.650267074351291,2101021726886370560,1.0661918,Kepler
2069,138674,10.83,0.89375114,3.911413036067996,2101019115546269952,0.9519507,Kepler
2071,138676,12.68,0.8443651,3.558262421625388,2101018119113876224,0.96015406,Kepler
2075,138680,13.06,1.009695,5.464952280926443,2101008910705218176,1.0721104,Kepler
2077,138682,22.42,1.1165848,5.981128015977578,2100963762008157312,0.9567743,Kepler
2078,138683,8.04,0.80364513,1.5505142676822352,2100962834294495104,0.95016927,Kepler
2081,138686,6.71,1.1031733,5.151998579417919,2052968430189343360,1.0631388,Kepler
2083,138688,3.22,0.89540386,4.404331117791003,2052979184787570944,0.9494374,Kepler
2085,138690,18.09,0.9578543,5.023729778605141,2052979631464217344,0.97033936,Kepler
2096,138701,12.64,0.895916,2.47102142389571,2053111435421373824,1.0056038,Kepler
2101,138706,3.84,0.70434,3.29734025483779,2052370261508942336,0.9330248,Kepler
2102,138707,4.94,0.7486639,2.6480764290596426,2052464269752235904,0.92252916,Kepler
2109,138714,19.12,0.87215996,5.04361996528981,2052455336220505088,0.9823157,Kepler
2113,138718,15.21,0.83222866,4.670780379445883,2052454408507620864,1.0216101,Kepler
2114,138719,16.64,0.8595028,5.012794052713703,2052409156730762496,0.8543725,Kepler
2115,138720,2.47,0.63776016,3.5151538841808954,2052417677946219776,0.9927435,Kepler
2118,138723,28.26,0.8680811,2.9530037487910654,2052419632144319360,0.8639464,Kepler
2120,138725,10.98,0.86815166,4.7307164289455415,2052419842609855488,1.055554,Kepler
2122,138727,15.51,0.7920027,3.639281712751945,2052233093130124928,0.8964557,Kepler
2124,138729,34.95,1.2197218,6.345756914208145,2076247874494767616,0.95137835,Kepler
2126,138731,7.14,0.95949745,3.9722031000843927,2076248046293498368,0.9324322,Kepler
2127,138732,2.51,0.66681385,2.198804690985485,2076249661201249024,0.8421762,Kepler
2129,138734,1.79,0.6869669,2.8226195712133375,2076237772731774464,0.95673585,Kepler
2131,138736,8.97,0.8120222,4.617224407493479,2076237046868118144,0.9846085,Kepler
2134,138739,14.29,0.8972511,4.954982877711043,2076192830192422784,0.9802342,Kepler
2136,138741,11.6,0.82406235,4.344075475847928,2076212552682624256,1.01257,Kepler
2137,138742,12.51,0.74099636,2.1870922680284828,2076213858352778624,0.98327005,Kepler
2138,138743,1.3,0.75290775,3.817107727876831,2076213995791758848,0.9795958,Kepler
2139,138744,26.64,1.006876,5.274224023674947,2076212346524241664,1.2378951,Kepler
2142,138747,22.24,1.027092,5.57564290247646,2076202794517596672,1.0037209,Kepler
2143,138748,3.67,0.776186,4.074961559295144,2076202485279518720,1.0449439,Kepler
2144,138749,29.78,1.0783997,5.868340090110214,2076201695005512960,0.99753636,Kepler
2145,138750,18.86,0.9515667,4.811194522976644,2076203000675655040,1.0663948,Kepler
2148,138753,10.81,0.8022394,4.5968146282684295,2073202845767155200,1.0258917,Kepler
2152,138757,12.97,0.9115782,5.123302687227325,2073199508564460800,1.0474383,Kepler
2157,138762,7.81,0.92556,5.0155752348147775,2073282319838986624,0.99302125,Kepler
2158,138763,15.18,0.6988497,3.009084039155022,2073282422918236800,0.9545964,Kepler
2159,138764,2.59,0.75478363,3.906016763274259,2073281941881967104,1.0356344,Kepler
2160,138765,2.4,0.8451929,4.517415543450733,2073281941881970432,1.0434612,Kepler
2161,138766,16.41,0.95503044,5.237985933929862,2073278677706449792,1.1021258,Kepler
2164,138769,4.24,0.7449455,3.9404702718000433,2073283591149056256,0.9779959,Kepler
2165,138770,5.25,0.7962246,2.595251467099761,2073283552479197440,1.0746577,Kepler
2166,138771,41.55,1.0029898,2.817626833464413,2100225439948474496,1.0238767,Kepler
2168,138773,15.95,0.8192301,4.681469377825813,2100315359382737920,0.91774684,Kepler
2171,138776,14.73,0.8717861,3.463692518388852,2100283129948376832,1.0186518,Kepler
2174,138779,6.85,0.79060364,4.322925846613792,2100280415528645504,1.2097172,Kepler
2177,138782,26.3,1.0760841,5.617604075024987,2100275673885484416,1.027049,Kepler
2180,138785,35.68,1.0614653,5.604931891098891,2100456131231194752,0.8952811,Kepler
2181,138786,2.44,0.895751,3.6063318555203825,2100456951568209024,1.151065,Kepler
2183,138788,31.07,1.0783863,5.226519094328838,2100449568520791936,1.0100193,Kepler
2187,138792,15.64,0.9875126,3.993847772587994,2100414040551606528,0.96154743,Kepler
2188,138793,20.92,1.0667038,5.721844054186329,2099755570526834688,0.9976444,Kepler
2189,138794,4.16,0.9826784,4.707874627712785,2099757288513455232,0.96545976,Kepler
2190,138795,7.98,1.0308895,5.997989570195706,2099753234063849344,1.3687627,Kepler
2191,138796,14.57,0.77888775,4.522749589922498,2099752993545683968,0.976244,Kepler
2194,138799,25.05,0.9878998,5.222589937978109,2099710073934743168,1.0235691,Kepler
2195,138800,17.97,0.9670496,5.068738189896024,2099709287958364032,0.9371346,Kepler
2199,138804,2.97,1.0331774,4.661184078311596,2099521615068706176,1.33058,Kepler
2200,138805,16.74,0.7269888,3.2393265648117175,2101022581581341824,0.9367591,Kepler
2202,138807,22.74,1.0152855,5.8135043464273135,2101019699661896064,0.9639008,Kepler
2203,138808,3.55,0.61815834,3.519576397637993,2101019901521749376,0.95236546,Kepler
2204,138809,4.01,0.90682983,4.129149778003589,2101019493503469696,1.0643308,Kepler
2208,138813,20.63,0.9230242,4.946173347127235,2101014129084127744,0.98323435,Kepler
2218,138823,21.63,0.98579407,4.986155342770582,2100985236844070272,0.99271154,Kepler
2220,138825,14.95,0.8276892,3.4003795318814447,2100979120810664448,0.9565401,Kepler
2223,138828,3.16,0.7958441,3.319381869981253,2052987568563888384,0.97673005,Kepler
2228,138833,17.35,0.9228058,2.1072494028633297,2052988496276967808,1.031163,Kepler
2231,138836,4.29,0.6903143,3.1632543115652645,2053172217799732480,0.9387729,Kepler
2232,138837,12.0,0.7323322,3.144813693334047,2053171942921824128,1.0683165,Kepler
2237,138842,19.39,0.85274124,4.813715421326261,2053163451761824256,0.92432505,Kepler
2238,138843,30.21,1.0542469,5.830760239580361,2053163662224799232,1.0368997,Kepler
2241,138846,20.32,0.87609196,4.81870694593624,2053125071935095680,0.9577233,Kepler
2248,138853,9.82,0.861619,4.189004606261653,2052468118043003264,0.9633449,Kepler
2249,138854,13.82,0.7598362,3.604930998786143,2052468221122227968,1.0198188,Kepler
2251,138856,2.12,0.7259245,2.941332897212874,2052465163105578880,1.006998,Kepler
2254,138859,1.44,0.72909164,3.459478008716985,2052466017791158144,0.868823,Kepler
2255,138860,5.88,0.9135208,5.19031450359682,2052453927471214080,0.9861357,Kepler
2256,138861,76.37,1.0738363,3.35085088176071,2052459734267027072,0.9391781,Kepler
2257,138862,2.93,0.7683544,4.046394078777402,2052459699907330688,0.9408064,Kepler
2258,138863,27.78,0.9441433,5.287212192004581,2052458909633356672,1.2954931,Kepler
2263,138868,8.98,0.81860065,4.671910665345928,2052432727511847680,0.9936106,Kepler
2265,138870,14.08,0.8037157,4.65410736025407,2052430769006846720,0.88833785,Kepler
2272,138877,11.24,0.77232647,3.9610689721801777,2076256258271132288,0.93307495,Kepler
2273,138878,26.26,0.9699507,4.533736548930694,2076244163643227776,0.93012285,Kepler
2274,138879,6.95,0.899313,4.3340263825483305,2076245331874490880,1.2319014,Kepler
2276,138881,25.05,1.0976334,5.851510875019946,2076241174346122496,1.021435,Kepler
2277,138882,4.61,0.81540775,4.583558784205774,2076214751706054912,0.9563702,Kepler
2281,138886,10.16,1.0648203,3.742146587088932,2076214992224321664,0.98779905,Kepler
2282,138887,4.36,0.8361206,4.134327466465871,2076208120276734080,1.0395945,Kepler
2283,138888,11.6,0.8245106,4.605407568792991,2076208326435212288,0.95873696,Kepler
2286,138891,13.78,0.8721895,4.8532263520870575,2076205234058837120,0.9268213,Kepler
2288,138893,0.81,1.0435495,3.7524084858282674,2076207330002983552,1.0633471,Kepler
2289,138894,13.5,0.9111843,4.991754726264931,2073297747361330304,1.0067459,Kepler
2290,138895,7.97,0.8364973,4.421818940810914,2073296716569210624,0.95738447,Kepler
2292,138897,4.46,0.78168774,3.3176558990927525,2073295823216221312,1.0091842,Kepler
2297,138902,23.21,0.98627186,2.073603077603705,2073290016420696320,0.9895296,Kepler
2302,138907,13.71,0.864975,4.571127497441079,2103287889068287232,0.984876,Kepler
2308,138913,21.53,0.9917402,5.155280576043445,2100312301366240640,0.98255026,Kepler
2309,138914,16.3,1.0796127,5.881785865863151,2100308934111852672,0.98894536,Kepler
2311,138916,5.22,0.8648491,4.274233644781287,2100291616803898624,1.0538902,Kepler
2312,138917,12.7,1.0756712,5.734837668842399,2100287729855847552,0.96646434,Kepler
2315,138920,15.85,0.8831682,3.801186843149461,2100650023234124672,0.99030244,Kepler
2316,138921,44.85,1.0578604,1.7693951028915151,2100650091953607296,1.1087404,Kepler
2318,138923,5.05,0.98681164,4.609488788429312,2100452523458277760,0.9277225,Kepler
2321,138926,5.68,1.0676088,5.775895209907317,2100473070581903488,0.98300564,Kepler
2323,138928,9.97,1.0489836,5.639466272812488,2100472555185875072,0.9492484,Kepler
2327,138932,29.77,0.9922962,4.427690345352907,2100508564192242176,0.9994277,Kepler
2328,138933,10.76,1.107131,5.948255203599686,2100508839070182272,0.9944598,Kepler
2329,138934,20.47,0.8941307,5.197317882868525,2099757013635539456,1.0359328,Kepler
2335,138940,17.7,0.8988905,5.01641510853622,2101211873677475072,1.058036,Kepler
2336,138941,7.28,0.746583,3.5972090219086557,2101211938099765504,0.9998333,Kepler
