,Unnamed: 0,Prot,bp_rp,abs_G,source_id,ruwe,survey
1,136606,5.78,0.87486744,1.841301834006547,2050232256840088960,0.9240205,Kepler
2,136607,21.19,0.92584324,5.158104386306057,2050237380747974016,1.0115082,Kepler
4,136609,10.98,1.0284443,2.577626042862633,2050190548423109248,1.0052588,Kepler
11,136616,6.57,0.8131218,4.680329927460365,2050243187543742336,0.99156,Kepler
14,136619,6.52,0.8862448,5.050135379557474,2050241710075252352,0.9891382,Kepler
16,136621,5.37,0.8666935,4.258399147010097,2051694989565637760,0.97378016,Kepler
19,136624,18.34,0.90043736,4.8182758709324585,2050254457537860608,0.9714061,Kepler
21,136626,107.24,1.1681576,3.3621980893432486,2050257652993785600,0.97143155,Kepler
23,136628,13.15,0.7933092,4.675560953838906,2051744433230856192,1.0291814,Kepler
32,136637,26.08,0.913682,5.0523754440118385,2051749793349996160,1.0109978,Kepler
33,136638,12.1,0.9625349,4.817750156298207,2051748590759138944,1.1179557,Kepler
38,136643,12.61,1.0900049,5.570382443809596,2051704021876984960,1.179327,Kepler
39,136644,8.56,0.67837715,2.6596300207573194,2051704232335480320,0.9155678,Kepler
40,136645,10.3,0.8365774,4.795827937321421,2051704953890021504,1.0560194,Kepler
41,136646,19.66,1.0073576,5.4153998897797475,2051700762001969920,0.9736227,Kepler
42,136647,5.68,0.78401375,3.2181635951695036,2051712616112104704,1.0256582,Kepler
46,136651,1.86,0.7209406,4.168263447294379,2051023016161911680,1.0150937,Kepler
47,136652,18.21,0.97258854,3.6755857457945087,2051023359759323136,1.0329564,Kepler
48,136653,8.56,0.9155445,2.3628207506608376,2051011299491171712,1.0340947,Kepler
53,136658,3.93,0.9366226,4.613906953260715,2051764052641296512,1.0095832,Kepler
54,136659,26.26,0.8910217,4.633963037470883,2051762472093410176,1.0703119,Kepler
59,136664,15.84,0.81288815,4.624467583897832,2051729624182562304,0.82343805,Kepler
61,136666,22.24,0.9052887,5.032728242706625,2051726050769850880,0.94398516,Kepler
62,136667,10.81,0.86434555,3.852892939026427,2051726669245244288,1.2164088,Kepler
63,136668,1.59,0.7066536,2.942669085053197,2051030781462923520,1.0702038,Kepler
65,136670,7.11,0.69687366,4.033144709664448,2051029956829203200,0.9895641,Kepler
66,136671,5.56,0.95921135,3.718975969071039,2051017827841550464,0.98980296,Kepler
68,136673,22.33,0.64737606,3.400056952000451,2051019305310376320,0.95765996,Kepler
70,136675,14.0,0.95635605,4.409509756731465,2051018205798742656,1.0121162,Kepler
76,136681,1.43,0.76441765,3.897778431349783,2051758452004263936,0.98007905,Kepler
78,136683,16.17,0.8730831,4.5692656012972925,2051757180693942400,1.0062709,Kepler
80,136685,4.64,0.7387285,3.930894990583134,2051776868824499328,0.9250712,Kepler
84,136689,9.3,0.8966789,5.145461253634844,2051727700037371264,0.9147943,Kepler
85,136690,19.36,0.84539795,5.053294545716767,2051728077994513920,0.9491475,Kepler
86,136691,8.56,0.9000788,5.088784141731026,2051728211129762432,1.037177,Kepler
87,136692,10.37,1.0353222,5.708553193515524,2051728249793250048,1.0082014,Kepler
89,136694,22.74,0.96799755,5.535900106838371,2051733472473635584,1.0075026,Kepler
91,136696,10.61,1.0433769,5.066190120950544,2051723057169052544,0.8946084,Kepler
94,136699,9.56,0.96967316,4.169850580076089,2051719247542076672,0.97127473,Kepler
97,136702,25.94,0.9826231,5.509500380924864,2099071124539094656,1.0253122,Kepler
98,136703,8.86,0.8427286,4.596602347650169,2099066245456228736,0.9489995,Kepler
102,136707,23.7,0.91773987,5.025726223785114,2099020443925085568,0.9794152,Kepler
104,136709,7.18,0.7093258,3.296845926874884,2051076892233181440,1.0095952,Kepler
107,136712,14.42,0.7239561,2.7755769005810347,2051034457955133824,0.8711282,Kepler
108,136713,16.19,1.0078688,5.209296687889383,2051034389235657216,1.313928,Kepler
109,136714,22.42,1.0533648,5.631101829232545,2051031017680073984,1.0875618,Kepler
110,136715,5.06,0.8323221,2.584585160063881,2051032705608343168,1.0463955,Kepler
112,136717,14.59,1.0067263,5.568309964102484,2051031709175938688,1.0466875,Kepler
113,136718,14.29,1.0247946,5.552704097800152,2051031709175944192,1.268142,Kepler
114,136719,11.14,1.3422298,5.803150895245691,2051019820706528640,1.1331874,Kepler
116,136721,9.56,0.9855776,4.987020399397977,2051773501569851648,1.3263624,Kepler
119,136724,23.03,0.87120533,4.097523830030299,2051770615351672064,0.91757137,Kepler
123,136728,20.36,0.77398777,3.0008869682831474,2051782568241032320,1.1161418,Kepler
126,136731,10.97,0.9774809,3.193429611078015,2051781610468412672,1.034099,Kepler
128,136733,6.53,0.91528034,3.8414228041619527,2051738626434571776,1.0034136,Kepler
130,136735,1.77,0.8207531,2.994321778411111,2051737286404500352,1.1542823,Kepler
133,136738,0.66,0.9509945,5.129634483110134,2051723714308062720,1.0007818,Kepler
140,136745,3.26,0.8462372,4.109849941423748,2099072498928987904,1.1013151,Kepler
141,136746,16.06,0.85449696,4.577904865749348,2099072155331249920,0.9237243,Kepler
142,136747,18.96,0.91222763,5.261435142853202,2099072979965026304,0.9988394,Kepler
143,136748,11.85,0.9822798,5.5346785191544114,2099077962127146880,0.9593335,Kepler
146,136751,10.23,0.93667126,5.356058789165518,2099073735879343872,1.0387772,Kepler
149,136754,31.93,1.1140432,6.113777077976014,2099028415384549120,0.8648352,Kepler
150,136755,13.08,0.801198,4.3521495576470866,2099027590750818816,0.92201185,Kepler
151,136756,18.45,0.87785625,5.050140008092672,2051081290279704448,1.0734192,Kepler
155,136760,17.57,0.9414568,5.2100937121760715,2051036897496570880,1.1966987,Kepler
156,136761,11.69,0.8659649,4.100625923238878,2051037275453705600,0.97609675,Kepler
158,136763,8.29,0.7879324,3.339997128010948,2052534707210488576,1.052236,Kepler
161,136766,2.85,0.75522614,3.686842673352661,2052533916936260096,1.1844745,Kepler
162,136767,8.85,0.9138012,4.863498285124519,2052522097186264960,1.0378149,Kepler
165,136770,18.86,0.90900326,5.037973180222082,2052519829443635584,0.9833322,Kepler
172,136777,18.83,0.9192934,4.6463754884065995,2051780648395826048,1.064684,Kepler
173,136778,10.23,0.8905897,4.54985259985326,2051786661350061952,0.9911218,Kepler
175,136780,11.53,0.8587837,4.687330750148021,2051830435654368000,0.92651266,Kepler
176,136781,10.9,0.8184347,3.470772587286902,2051818306666701184,1.035668,Kepler
178,136783,1.14,0.6223202,3.5637449191847477,2051822017518632448,0.89459366,Kepler
180,136785,2.64,0.75075626,3.8991060724668856,2051821777000474496,0.9523719,Kepler
185,136790,16.42,0.90076065,4.861525070104742,2099080401668709120,0.9974625,Kepler
189,136794,12.34,0.78734493,4.569494509832831,2051094175181542272,1.0108345,Kepler
192,136797,4.88,0.77482796,3.993999711955146,2051084210857809536,1.2627598,Kepler
193,136798,2.0,0.7325163,4.219327315589737,2051084588814968448,1.0227829,Kepler
195,136800,5.38,1.0593424,4.049861959243808,2052536940593555328,1.2982912,Kepler
196,136801,2.88,0.84551907,4.754103508731735,2052541987175338880,0.97179484,Kepler
197,136802,7.29,1.0327253,5.686426221985295,2052530171724900224,0.9760039,Kepler
205,136810,3.52,0.9452076,3.2855177130155973,2051790887598165504,1.003923,Kepler
206,136811,8.43,0.9555416,5.4360976252966395,2051788344977309952,0.9131557,Kepler
208,136813,1.09,0.7988548,4.394413328164628,2051835658334587904,1.0001391,Kepler
211,136816,19.66,1.0170889,5.622075962067283,2051833253152992384,1.0321786,Kepler
213,136818,9.76,0.8410244,2.860807647035461,2051826140687236352,0.9772559,Kepler
218,136823,10.3,0.8389921,4.5113006083144676,2051824491420004352,1.0352356,Kepler
220,136825,16.99,0.8253536,4.918265071361807,2051659186722369664,1.0295429,Kepler
225,136830,4.21,0.7359028,3.833570989393211,2099089232121291264,0.8880106,Kepler
226,136831,7.3,0.95092297,5.146374782846937,2099091259345916800,0.9784275,Kepler
228,136833,8.97,0.81283,4.37388282112169,2099171283175075328,0.97625256,Kepler
233,136838,12.0,0.822114,4.816848246467536,2051098435789124736,0.8608674,Kepler
234,136839,2.36,0.8250675,4.272756600962007,2051094862376832640,1.0229768,Kepler
236,136841,15.19,1.0260267,4.679975876385379,2051101287647613056,0.9532466,Kepler
239,136844,4.79,0.74018,3.4012784638115043,2052540170409137408,1.0109463,Kepler
240,136845,21.67,0.87047577,4.892058332305959,2052543090986759936,1.0296766,Kepler
242,136847,20.64,0.96113586,4.2897724931447865,2052542438151749248,1.2831814,Kepler
243,136848,15.53,1.0726995,4.866905882247387,2052542438151753600,1.0846269,Kepler
246,136851,20.63,0.98194027,5.454246048761018,2052552711713849088,0.9572574,Kepler
247,136852,3.55,0.7290478,3.708145119642312,2052552436835942016,1.1843076,Kepler
248,136853,13.34,0.83533955,4.869454850742372,2052553192750214016,0.99933356,Kepler
249,136854,15.53,0.9044657,4.958032436932735,2052553158390492288,1.0321639,Kepler
251,136856,4.21,0.9031563,4.487727451419021,2051802672988354432,1.3721815,Kepler
253,136858,3.71,0.75107574,3.837152646238101,2051804700213114240,0.9589224,Kepler
254,136859,20.21,1.0401897,5.451230804277529,2051793979974688000,1.0635302,Kepler
260,136865,10.91,1.1709166,5.4078260085700265,2051829301783411200,1.0075707,Kepler
263,136868,15.53,0.95439625,3.1533887348042917,2051851841772044416,1.0362877,Kepler
264,136869,6.71,0.99636173,4.685863310083903,2051824938096648448,1.0055363,Kepler
265,136870,22.08,0.9238548,5.354592801975796,2051848886834608640,1.0303563,Kepler
267,136872,18.47,0.9800148,5.655828742243347,2051847856042428160,0.96070355,Kepler
268,136873,6.3,0.81629944,3.6174580728147863,2051847684244243072,1.0315827,Kepler
273,136878,31.06,1.1465683,5.991435411545838,2051660973428837760,0.9607663,Kepler
274,136879,10.32,1.112256,5.950998149340979,2051657846692658176,1.0066205,Kepler
275,136880,21.52,0.9228773,5.192397337067625,2051662961989408384,0.9980912,Kepler
283,136888,23.87,1.0676918,5.659217860552875,2099175234545014912,1.0230767,Kepler
286,136891,14.49,0.8756809,4.991384018451841,2051105307736986496,0.9995592,Kepler
287,136892,11.37,0.7842798,4.496540640878607,2051104276944815744,0.98897606,Kepler
289,136894,2.94,0.72439575,1.973854323067128,2051106338529274240,0.92976725,Kepler
292,136897,8.72,0.8577175,4.117130893466081,2051102795175163008,0.95390993,Kepler
293,136898,5.21,0.78644466,2.9215468357994236,2051102558958196736,0.9713972,Kepler
299,136904,2.22,0.7259836,4.024149531776223,2052548382386513024,1.0084512,Kepler
300,136905,14.69,0.78261185,3.5448216880773877,2052549619337105664,1.0246471,Kepler
301,136906,24.73,0.7639322,3.5710286599409304,2052545599247719808,1.1522051,Kepler
302,136907,3.26,0.84889793,4.730569580222134,2052568414114430848,0.9846965,Kepler
308,136913,21.37,0.9240761,4.455499013036697,2052557453357780352,1.0610968,Kepler
311,136916,3.07,0.7156019,3.8399274130123526,2052553845585270784,1.0674658,Kepler
312,136917,10.16,0.73215485,4.1935888781997654,2052559995978462208,0.73137313,Kepler
315,136920,13.31,0.8240719,3.909994565847642,2051809476216611712,0.96296805,Kepler
317,136922,13.62,0.7710533,4.462297677304036,2051804936435458688,0.9970507,Kepler
318,136923,12.97,0.8561497,4.341753551048562,2051794186133151104,1.097655,Kepler
320,136925,10.59,0.773901,4.360085439918874,2051884930200870656,0.9694914,Kepler
321,136926,8.66,0.88166237,4.5700111889805815,2051886064072422400,1.0561005,Kepler
324,136929,16.2,0.8638201,4.853045606641997,2051843595434429440,0.98815864,Kepler
325,136930,11.73,0.78532505,3.115307085728448,2051845107262949760,0.9842959,Kepler
326,136931,13.27,0.7432766,4.4177942993387465,2051842049246285824,0.93093807,Kepler
332,136937,13.52,1.1066341,5.834499936029406,2051668429492123904,1.0003182,Kepler
333,136938,1.73,0.68845654,3.99126537790746,2051667325679376768,1.0024236,Kepler
336,136941,13.22,0.8469658,4.417189816565642,2052040614178776448,0.9498777,Kepler
339,136944,6.18,0.76738644,3.266990510918916,2052029859580783872,1.01333,Kepler
340,136945,6.21,0.84423923,4.821527809314086,2052029962660001408,0.9505316,Kepler
342,136947,18.6,0.88377,4.865955787011442,2099859474374899456,1.0495464,Kepler
343,136948,23.7,1.0233908,4.947300757321326,2099846417674329216,1.2018476,Kepler
345,136950,16.86,0.84148216,4.810424480786242,2099097375379409792,1.0143987,Kepler
347,136952,18.99,0.9510269,5.253830066243728,2099098268732675456,0.87424946,Kepler
350,136955,5.3,0.9568386,5.311352294296352,2099188291245626112,0.93505746,Kepler
352,136957,4.15,0.6793966,2.768093116690146,2099189906153366784,1.026341,Kepler
353,136958,3.29,0.70467377,3.7912350303449767,2099189974872868864,1.1460105,Kepler
360,136965,9.04,0.7673321,2.6258868638729886,2099157367481471744,1.0731704,Kepler
361,136966,19.39,0.9831743,4.865060905375724,2099153759708925312,1.020417,Kepler
371,136976,3.73,0.7317848,1.9212792641548424,2052607962173835136,0.9801566,Kepler
375,136980,5.48,0.6690836,3.4317045031770608,2052604423120887424,0.93111014,Kepler
379,136984,11.83,0.8832331,5.033149802274384,2052606141107900032,1.3359555,Kepler
386,136991,3.78,0.7245064,3.872038568291769,2052596795259206400,0.96540314,Kepler
391,136996,19.49,0.9725933,5.31728283624642,2052558724668290944,1.0096757,Kepler
393,136998,6.9,0.98007107,4.990917235870178,2052558381070968576,1.0646815,Kepler
396,137001,20.07,1.1535616,6.048515726395383,2052562126282277888,1.0494764,Kepler
397,137002,22.39,1.00488,5.74704256271472,2051811606520489728,1.0444578,Kepler
398,137003,5.71,0.7087059,3.6778253401257697,2051904412172574976,0.9561108,Kepler
407,137012,17.27,0.90003204,3.661180901339227,2051845416500689792,1.0329447,Kepler
408,137013,15.95,0.86540794,4.575624104552148,2051869296519117056,1.0220155,Kepler
416,137021,6.79,0.82572746,2.951874419582891,2052045287103192960,0.99808806,Kepler
424,137029,18.44,1.0342026,5.746027174296692,2099862837331831296,0.9794311,Kepler
425,137030,16.08,0.77113533,4.474906000257647,2099862875989022080,0.9598653,Kepler
426,137031,5.93,0.7773323,4.440839063296309,2099866071444725376,1.3231938,Kepler
427,137032,22.89,1.0554419,5.693989559154982,2099854354774028160,0.96583897,Kepler
428,137033,18.09,0.89941025,4.984749778367428,2099854492213001984,1.0413748,Kepler
431,137036,12.86,0.8698406,4.673358030276146,2099191314902653952,1.0200732,Kepler
432,137037,0.47,0.80655766,2.9449221320035353,2099191452341636480,1.3264481,Kepler
433,137038,30.42,1.2952375,6.385122097204352,2099190558988462080,1.098976,Kepler
439,137044,8.38,1.0529442,5.427414203137232,2099159463425608064,0.987405,Kepler
441,137046,9.6,0.660964,3.0327601854703676,2099155890012817280,0.9787697,Kepler
443,137048,10.32,0.91673756,5.329668365243583,2099162315283954176,0.9960078,Kepler
446,137051,1.14,0.75239754,3.910565601050143,2051305934247185408,0.9343724,Kepler
447,137052,3.51,0.7719202,3.9020343850211248,2051310504092443520,1.0233226,Kepler
449,137054,10.07,0.73063374,4.0025251428454,2052798177683350656,0.9780829,Kepler
451,137056,4.69,0.629611,3.6217765776553943,2052607756015636096,0.89866096,Kepler
454,137059,13.36,0.9420595,3.930642288992823,2052600815348554752,1.0210339,Kepler
455,137060,8.37,1.0109539,5.684341301287544,2052601502543389952,0.97706866,Kepler
456,137061,8.08,0.8442259,4.551897721349604,2052598234065985152,1.0650076,Kepler
458,137063,8.31,1.0532885,5.704481470174743,2052572429906289280,1.0921466,Kepler
459,137064,2.89,0.65054035,3.756540736442197,2052578271061085952,0.8554258,Kepler
463,137068,18.32,0.8819361,4.815883258556989,2052566730487563520,1.0715703,Kepler
464,137069,23.54,1.0268679,5.602163667378543,2052562950915998848,1.0861347,Kepler
466,137071,7.19,0.8268919,3.5328426631854875,2052563809909847168,1.0684204,Kepler
467,137072,17.09,0.9103365,4.67125975144517,2052656821721582720,1.2972057,Kepler
468,137073,17.11,0.9612112,4.415241429602414,2051905717842640896,1.0255173,Kepler
469,137074,13.6,0.8621359,4.8748388925034,2051905752202392064,0.98390627,Kepler
471,137076,4.19,0.80513,2.615439583213867,2051907641988082432,0.9784271,Kepler
472,137077,31.48,0.9736557,2.746525634531851,2051904927568716672,0.96337205,Kepler
473,137078,22.12,1.040122,5.889984050763998,2051906984848517632,0.9044472,Kepler
479,137084,17.95,0.84166145,4.860492199676054,2051894550928019200,1.0442286,Kepler
482,137087,3.75,0.7673149,4.302736321939065,2051917739450103168,1.095815,Kepler
485,137090,5.42,0.7833805,3.0542793503123065,2051869537037321600,0.97075623,Kepler
492,137097,3.9,0.8856077,2.67039644823201,2051874003803582848,0.9819639,Kepler
493,137098,14.1,0.9231291,4.038822299391105,2051861462499037824,1.0762113,Kepler
494,137099,11.37,0.9444418,5.205334502623604,2051863627162644480,0.9299988,Kepler
499,137104,5.92,0.8501196,4.0478853184066566,2052047073809656832,1.2826473,Kepler
500,137105,27.42,0.9984474,5.548268590889332,2052047451766824448,0.92071044,Kepler
502,137107,1.92,0.76917744,2.417279590566519,2052044221951413120,1.0928161,Kepler
503,137108,3.0,0.8985796,4.113189359834315,2052043912713751936,1.1464543,Kepler
504,137109,13.6,0.85612774,4.845319840813108,2052047726644785792,0.92960125,Kepler
505,137110,18.19,1.0687189,2.473439246434909,2052043981433263232,1.0315547,Kepler
507,137112,2.94,0.7708216,4.245829630985693,2052049680846104832,1.0991178,Kepler
513,137118,24.71,1.0210438,5.730461235316289,2099867274035662208,0.9575775,Kepler
515,137120,3.58,0.98479843,3.949580558469022,2099855248127230464,1.0196599,Kepler
519,137124,9.3,0.7821207,4.238929878350596,2099195884748555008,0.9569546,Kepler
529,137134,15.21,0.91112804,5.034760268299928,2099206742425498752,0.98449975,Kepler
531,137136,12.61,1.0082245,5.630848146286031,2099207945016468608,1.0297447,Kepler
533,137138,10.52,0.9064255,5.156785039286909,2099160867873503744,0.8917497,Kepler
534,137139,22.42,1.0487022,5.600678669503132,2099527353143073024,0.90226287,Kepler
539,137144,49.08,1.1196213,3.3962616100663325,2051301536201015168,0.9883066,Kepler
540,137145,11.61,1.0213242,5.418974931802817,2052801476218232704,1.0202698,Kepler
542,137147,2.63,0.85165405,3.7191375826064768,2052799105396389760,1.0324584,Kepler
544,137149,11.05,0.76398945,4.205526295493428,2052800307987243648,1.0071633,Kepler
545,137150,4.71,0.80708885,4.660265942274631,2052799826950944640,0.9661371,Kepler
546,137151,20.63,1.0538654,5.140013789145041,2052613494091979520,1.2109174,Kepler
549,137154,3.95,0.6736202,3.2964076028122467,2052602155378455808,0.93033326,Kepler
551,137156,13.59,0.74330807,3.6352620348651072,2052582673406245248,0.9979354,Kepler
552,137157,9.49,0.880744,4.817769701224689,2052578412798483072,1.1519657,Kepler
556,137161,5.08,0.78075504,4.04786323795506,2052660979250475392,0.8220733,Kepler
563,137168,15.86,0.816165,3.874844041683232,2051907332750495744,1.0508225,Kepler
564,137169,21.96,0.9256735,5.147392739683561,2051913036467117952,0.97105,Kepler
567,137172,14.37,0.8120756,4.609422322884734,2051899292571952384,1.0450554,Kepler
570,137175,5.76,0.74773407,4.249278982793818,2051922107438555392,1.0472177,Kepler
571,137176,19.5,0.94776726,4.311788056996615,2051922004359342848,1.0339899,Kepler
576,137181,4.1,0.7599869,3.9878535343092167,2051873213529761152,1.0095234,Kepler
583,137188,3.58,0.82250977,3.122555591722323,2052238491909450112,1.0220973,Kepler
584,137189,24.88,1.0276289,5.780625862404879,2052238491909445888,1.1426136,Kepler
586,137191,4.95,1.0491533,2.6007638452442485,2052235571331706240,0.9723213,Kepler
597,137202,8.85,0.9259949,5.275747815114899,2099868575407384064,0.9116594,Kepler
599,137204,22.11,0.9370861,5.174492990754873,2099950424601512704,0.97096014,Kepler
602,137207,5.35,0.6783838,3.9475667379324832,2099949252070889216,0.8294963,Kepler
603,137208,17.21,0.9330473,2.585749335209181,2099950939997604608,1.0272899,Kepler
604,137209,28.58,0.99016476,5.2483391225337375,2099949187650944512,1.0534732,Kepler
610,137215,13.5,0.88542557,4.941674424548507,2099211312270724224,0.94378895,Kepler
619,137224,3.15,0.76267815,2.736217483805822,2052814979595436800,1.0138893,Kepler
620,137225,25.37,1.0341225,4.217119443975079,2052802781888297984,1.0061024,Kepler
621,137226,9.04,0.9439678,5.297843815216385,2052815151394176256,0.95178837,Kepler
624,137229,10.68,0.9249649,5.034555272286896,2052803709601357184,0.90533197,Kepler
625,137230,11.45,0.81165123,2.345803514214383,2052800475486151424,0.9422932,Kepler
628,137233,20.1,0.9692898,5.233047457027967,2052807042496056064,1.1825597,Kepler
637,137242,2.92,0.97437763,5.326403256506827,2052615349517993216,1.018367,Kepler
638,137243,12.42,0.7653618,4.325647834648615,2052627272347555456,1.0307398,Kepler
640,137245,2.09,0.6230192,3.5614697622261744,2052627783444066432,0.8635684,Kepler
641,137246,2.95,0.6709337,2.230695744067555,2052582948283923200,0.8929325,Kepler
647,137252,11.92,0.8676214,4.184690917198608,2052663350072044288,0.98842406,Kepler
651,137256,5.07,0.7092657,2.579219407412797,2051916575520400128,0.96703315,Kepler
654,137259,20.78,0.9572468,5.350495191113964,2051915407289196288,1.0177103,Kepler
656,137261,18.19,0.82829285,4.6706321660365315,2051912349272495744,1.3056736,Kepler
658,137263,11.67,1.0478802,5.777423824586254,2051935610815765760,1.0246971,Kepler
662,137267,20.18,1.0119505,4.470816457805899,2051924615699582592,0.9594285,Kepler
663,137268,8.66,0.83447266,4.684946301656328,2051921763841329664,0.9545828,Kepler
664,137269,13.22,0.774807,3.41527135297844,2051926402406048640,0.81970894,Kepler
667,137272,9.04,0.8616085,4.857038400075231,2051878676728255488,1.0203309,Kepler
669,137274,7.45,1.1123037,5.265757516079734,2051878470569766144,1.1829091,Kepler
670,137275,3.67,0.8718729,4.846070708764172,2051880841391744768,0.97167945,Kepler
672,137277,7.19,0.7300863,4.168205210610546,2052240484774317696,0.9962633,Kepler
675,137280,12.95,0.8717823,4.834032185124782,2052238006568006144,1.0233982,Kepler
676,137281,11.85,0.95275116,4.656048459044541,2052236911361618944,0.9703455,Kepler
679,137284,5.45,0.87990856,3.450314826128505,2052067380415967872,0.9310799,Kepler
680,137285,2.53,0.7895632,4.24381059083645,2052020101414539392,0.960652,Kepler
685,137290,20.04,0.97178364,5.642688579021339,2052017558793780992,1.0260859,Kepler
691,137296,7.76,1.0229368,5.650985726384109,2099929155924813568,0.96513873,Kepler
694,137299,18.51,0.8195696,4.923252877737317,2099919844435821952,1.0678464,Kepler
696,137301,8.04,1.084383,5.754883609570886,2099920188033224448,0.97873956,Kepler
698,137303,13.24,0.79354763,4.371971867072361,2099966676757753600,1.0204831,Kepler
699,137304,1.02,0.63559246,3.6707974779974215,2099963481302104320,0.94520795,Kepler
710,137315,17.21,0.88988304,4.560407449147078,2099219829186517888,0.99304795,Kepler
715,137320,12.68,0.8758364,5.0061869689277305,2099541578074837504,0.9593716,Kepler
717,137322,14.8,0.80846024,2.885640443396129,2099542329691850496,0.8854261,Kepler
718,137323,7.92,0.8891611,3.4039541603975003,2099542333989180416,1.0570196,Kepler
720,137325,11.59,0.78782654,4.479890363878299,2099532743332018560,1.0268412,Kepler
721,137326,27.61,1.0638418,5.608755682928047,2099345246531655936,1.0172625,Kepler
724,137329,21.19,0.8988733,5.010918225723337,2051362902694854272,0.99037915,Kepler
725,137330,1.67,0.79209995,2.1332431276079067,2051367781777776256,0.98857313,Kepler
726,137331,4.7,0.72182846,3.4052570991455173,2051318544271551744,0.9490866,Kepler
728,137333,15.08,0.94295406,5.249571748501497,2051366029431306624,1.054077,Kepler
732,137337,6.3,0.94799614,5.396677005826103,2052816319625272576,0.9875716,Kepler
733,137338,4.99,0.85605335,3.059311357208653,2052816250905799552,1.0679488,Kepler
736,137341,9.55,0.8572302,4.564906788202068,2052817350417511808,0.92567927,Kepler
738,137343,7.5,0.77748203,4.356790051533739,2052807828470157440,0.9459146,Kepler
741,137346,47.74,0.89633083,3.717460599290842,2052808107648006144,0.9078358,Kepler
743,137348,19.77,0.85866547,5.09289186625263,2052644314777990144,0.97634214,Kepler
744,137349,24.71,1.0492182,5.80452582428758,2052639573133872512,1.013873,Kepler
748,137353,20.46,0.9934635,5.349665643730589,2052634522252456320,0.9727255,Kepler
749,137354,12.3,0.74243546,3.1503249421033583,2052631807833134208,0.9426496,Kepler
753,137358,7.2,1.1285095,3.543121217969718,2052585044228102400,0.935151,Kepler
755,137360,10.96,0.7553816,4.587161479936086,2052679705307348480,1.0053571,Kepler
757,137362,15.65,0.9055004,5.25635874816005,2052666579887571328,0.9717071,Kepler
760,137365,14.09,0.7714844,4.492846334056287,2052666373729144960,0.93473315,Kepler
761,137366,8.56,1.0305882,3.327832587087931,2052667198362949248,0.9904377,Kepler
763,137368,3.4,0.9827776,4.111855662155497,2052668504033075328,1.1761999,Kepler
764,137369,27.04,1.0104189,5.491782507511465,2052667335801926912,1.0642898,Kepler
773,137378,12.17,0.87835884,4.967458308692592,2051937397522499200,1.088712,Kepler
775,137380,4.23,0.77019596,2.9463241960447544,2051925298593656192,0.9873161,Kepler
782,137387,1.81,0.7749243,3.6053972550974542,2052256255894465280,1.0621988,Kepler
787,137392,25.91,0.78597736,2.315984914809899,2052248559312958464,0.98760045,Kepler
789,137394,14.08,0.8543186,4.888036131250528,2052068926604227584,1.0584133,Kepler
790,137395,8.85,0.8181629,4.55799503182174,2052068651726318720,1.0388205,Kepler
791,137396,92.85,1.1405764,3.38081379239814,2052067827092586112,0.9431089,Kepler
792,137397,0.84,0.98836994,4.397350951767711,2052115449688863360,1.3339174,Kepler
796,137401,7.85,0.7468138,3.9942875549327006,2052113594263044096,1.377005,Kepler
797,137402,15.86,0.91248703,5.19162930043386,2052113937860117120,0.91145515,Kepler
798,137403,17.0,1.0748434,5.85840270596346,2052113319384797056,0.93607455,Kepler
799,137404,21.81,0.9861326,5.447267332752817,2052113285025079296,0.8799793,Kepler
800,137405,3.16,0.7363968,4.184405867154094,2052101430915326976,0.9716389,Kepler
805,137410,1.91,0.7578535,4.241985902191949,2099934339943954176,1.0304115,Kepler
810,137415,15.97,0.90412426,5.077104101640611,2099921562422795776,0.9920645,Kepler
811,137416,11.29,1.1004009,5.880765625807966,2100014539873616768,1.0028528,Kepler
812,137417,25.03,0.93875694,5.286583202263353,2100014535573781888,1.0319394,Kepler
813,137418,5.05,0.6598244,3.5207023764792194,2099967703250387072,1.0115924,Kepler
815,137420,7.15,0.95023155,3.5729806997030025,2099969013220402304,1.039261,Kepler
816,137421,17.11,0.8722801,4.512585827459315,2099968978860678144,1.0703324,Kepler
819,137424,27.61,0.94541264,4.926755189594116,2099980008336445312,0.9664774,Kepler
826,137431,15.21,0.969573,4.982111931135453,2099226774153440896,1.0269475,Kepler
832,137437,11.04,0.8542042,4.5615218581132275,2099546628956468096,1.0566671,Kepler
841,137446,10.61,0.7655239,4.306505899795324,2051381113356227328,1.0293173,Kepler
842,137447,19.09,0.8044882,4.8324080971446435,2051381078996539008,1.0743494,Kepler
846,137451,19.25,1.0281115,5.6168972500698064,2051370702355713920,0.96269226,Kepler
851,137456,33.99,1.0106144,5.386847337223578,2052821920263338880,0.95467997,Kepler
854,137459,23.21,1.1197634,5.882532647294585,2052811681060729088,0.99242884,Kepler
856,137461,1.79,0.7387991,3.46303096925201,2052811200024448640,1.0770123,Kepler
859,137464,25.75,0.92798233,3.1365832097209374,2052809894354452864,0.9486048,Kepler
861,137466,29.59,0.9941721,5.436538308181271,2052808794842822784,0.9226782,Kepler
862,137467,18.73,0.8111286,4.806830795076758,2052645036332506880,0.78964716,Kepler
866,137471,12.49,0.82746315,3.799094152851124,2052648712824587648,0.95768654,Kepler
868,137473,20.21,0.98405266,5.459499284696022,2052647510233546880,0.9687935,Kepler
869,137474,4.33,0.7398691,4.138771688525349,2052648227488382080,0.8474441,Kepler
