 source_id mh_xgboost BP-G Prot
11613 2101477062140155776 -0.451 0.748233 0.576
11614 2101477921133620864 -0.067 0.323365 15.427
11615 2101478024212846464 -0.038 0.341575 11.874
11616 2101478092932324224 -0.007 0.360299 18.666
11617 2101480085797083648 -0.202 0.464372 19.424
11618 2101480085797090048 -0.022 0.487246 8.08
11619 2101481185309011328 -0.144 0.484307 22.694
11620 2101481249728784768 -0.183 0.346586 6.416
11621 2101481322747732992 0.042 0.413926 19.208
11622 2101481975582804224 -0.089 0.521376 7.067
11623 2101482731497240448 -0.095 0.303018 8.756
11624 2101485858233313792 0.02 0.511068 34.87
11625 2101485926952795392 -0.073 0.307226 9.217
11626 2101486889025486464 -0.106 0.245912 4.207
11627 2101487232622889600 -0.129 0.29773 1.164
11628 2101487404421612416 0.17 0.449822 10.326
11629 2101487919817565952 -0.033 0.319124 2.225
11630 2101487954177314048 0.145 0.378098 30.465
11631 2101488469573417600 0.18 0.333806 19.777
11632 2101488572652758400 -0.308 0.444379 6.399
11633 2101489015029191552 -0.195 0.389389 11.793
11634 2101489191127876224 -0.048 0.284719 14.948
11635 2101489706523984128 0.163 0.637438 19.527
11636 2101489775243459456 0.05 0.259701 1.287
11637 2101490389419180032 0.074 0.307899 18.768
11638 2101490462438281856 -0.026 0.675828 18.339
11639 2101490565517530112 -0.046 0.410582 20.571
11640 2101493142497226496 -0.011 1.051603 42.898
11641 2101494173289352832 -0.006 0.388177 10.757
11642 2101494448167315968 -0.164 0.694301 17.006
11643 2101494757404973952 0.12 0.365566 14.156
11644 2101495410240061952 0.009 0.442439 21.025
11645 2101496166154307200 0.009 0.309163 3.075
11646 2101496200514057856 -0.275 0.57939 30.776
11647 2101496269233538560 0.02 0.459981 21.527
11648 2101496303593236736 -0.005 0.505138 24.29
11649 2101497093867111680 0.17 0.611539 37.962
11650 2101497471824247168 -0.1 0.257143 3.396
11651 2101497712342371712 -0.318 0.370996 7.933
11652 2101497884141081600 0.277 0.549131 34.33
11653 2101498468256696320 -0.103 0.456033 17.92
11654 2101498743134602752 0.122 0.448619 26.942
11655 2101498743134606080 -0.003 0.285346 8.551
11656 2101499808286576384 0.004 0.494189 7.682
11657 2101500186243632384 -0.235 0.412627 18.434
11658 2101501320115082496 -0.546 0.510438 24.017
11659 2101501320115092480 -0.171 0.235878 0.881
11660 2101502076029324032 -0.391 0.547035 22.561
11661 2101502453986467840 -0.274 0.343801 6.888
11662 2101503175541042048 0.076 0.959612 15.45
11663 2101503278620265600 0.082 0.372601 17.003
11664 2101504309412423040 -0.145 0.777046 0.652
11665 2101505134046183680 0.117 0.45071 24.92
11666 2101505546362942592 -0.026 0.323442 4.867
11667 2101506027399299328 -0.014 0.299732 11.024
11668 2101507985904439936 0.051 0.664723 22.066
11669 2101509119775816192 -0.361 0.417091 5.221
11670 2101511009561132672 -0.11 0.909577 29.899
11671 2101512005993637504 -0.017 0.718342 18.68
11672 2101513620901384064 -0.23 0.360243 8.919
11673 2101513861419591168 -0.017 0.505557 24.968
11674 2101514686053163008 -0.057 0.450313 11.417
11675 2101514686053168896 -0.16 0.373652 12.903
11676 2101514789132395136 -0.02 0.369145 11.237
11677 2101514857851886976 0.01 0.432122 5.972
11678 2101515064010301312 0.034 1.132374 20.968
11679 2101517640990762240 0.104 0.36692 23.968
11680 2101517709710241536 -0.173 0.612614 34.794
11681 2101517950228938880 -0.134 0.542583 14.103
11682 2101519358977809024 0.005 0.786835 28.129
11683 2101520080532270464 -0.021 0.55205 9.862
11684 2101520114892015616 0.042 0.31396 12.336
11685 2101521042605001344 -0.195 0.344713 10.963
11686 2101521970317948032 0.025 0.387648 23.891
11687 2101522760591957632 -0.084 0.416554 13.169
11688 2101523168608177792 -0.069 0.524141 14.125
11689 2101523997543030528 -0.012 0.267285 5.72
11690 2101524238061166336 -0.212 0.319413 2.259
11691 2101524616018296704 -0.265 0.386341 12.133
11692 2101525097054657792 -0.341 0.347031 9.152
11693 2101525990407908992 -0.196 0.69122 26.867
11694 2101526437084503552 0.038 0.345695 19.197
11695 2101526677602663680 0.11 0.29784 9.333
11696 2101527192998768256 -0.074 0.527244 19.437
11697 2101540215339294720 0.214 0.438445 31.097
11698 2101557807526009472 0.255 0.575035 34.316
11699 2101562858406900736 -0.193 0.701459 32.437
11700 2101563064565347584 -0.014 0.267738 4.464
11701 2101563545602625536 -0.119 0.326647 24.43
11702 2101564919991303168 -0.145 0.251712 1.982
11703 2101564988710775808 -0.032 0.35428 11.418
11704 2101565023071374720 -0.072 0.300871 9.011
11705 2101565160509465344 -0.123 0.403251 24.061
11706 2101565297948430592 -0.131 0.37237 16.533
11707 2101565882063958144 0.221 0.280038 5.738
11708 2101565916423684224 -0.169 0.396976 19.706
11709 2101567050294979328 0.072 0.309488 14.952
11710 2101567595748268288 -0.085 0.41055 16.815
11711 2101568252885838720 -0.019 0.441869 20.292
11712 2101568974440368640 0.266 0.377548 23.711
11713 2101569008800122624 -0.151 0.961643 18.332
11714 2101569111880246272 -0.055 0.647501 35.887
11715 2101569249318314112 -0.543 0.314554 6.672
11716 2101569524196231936 0.001 0.54943 8.937
11717 2101569936513154816 -0.218 0.319942 8.629
11718 2101571104744237696 -0.247 0.46121 4.702
11719 2101571139103966080 0.236 0.546958 16.666
11720 2101573063249397504 -0.024 0.315342 15.936
11721 2101574162761105792 0.262 0.461802 34.529
11722 2101574197120861312 -0.068 0.331456 9.173
11723 2101575021754538496 0.155 0.361565 14.521
11724 2101575124833765504 -0.318 0.234257 5.033
11725 2101575537150647680 -0.064 0.356455 15.213
11726 2101575674589619456 0.012 0.443649 34.628
11727 2101575777668694912 0.078 0.56375 30.599
11728 2101576052546605568 -0.113 0.847169 12.588
11729 2101576671021939072 0.323 0.453018 12.303
11730 2101577323856944768 -0.327 0.447184 14.81
11731 2101577701814097280 0.094 0.400804 17.916
11732 2101579213642646656 -0.276 0.990592 16.649
11733 2101579385441306112 -0.066 0.436924 26.582
11734 2101579660319255168 0.005 0.529196 37.038
11735 2101580897269597824 0.074 0.489912 8.947
11736 2101581034708528768 0.222 0.358166 19.426
11737 2101582683976013568 -0.283 0.335521 4.834
11738 2101584539401803392 -0.018 0.345534 11.654
11739 2101587700497887232 -0.25 0.586056 14.318
11740 2101587906656840832 -0.146 0.291495 6.139
11741 2101588078455537152 0.148 0.685798 34.06
11742 2101588318973703680 0.277 0.363382 15.313
11743 2101588525132143488 0.149 0.55371 25.093
11744 2101589212326396928 0.076 0.436745 21.026
11745 2101593163696867200 -0.152 0.263444 5.041
11746 2101593537350980480 -0.087 0.38651 16.124
11747 2101594125769519616 -0.035 0.906142 14.929
11748 2101594675525322624 0.023 0.432528 5.973
11749 2101596152994103552 -0.002 0.373962 13.254
11750 2101627317277016832 -0.53 0.365858 0.302
11751 2101627317277017600 0.308 0.455447 27.106
11752 2101633742546158080 0.076 0.249539 1.726
11753 2101633845625382144 0.115 0.51368 10.837
11754 2101634189222752256 -0.069 0.374219 14.128
11755 2101634704618846720 0.067 0.2679 4.813
11756 2101635834188755584 -0.127 0.642811 13.572
11757 2101635941569446656 0.213 0.521704 38.936
11758 2101636079008405888 -0.166 0.423245 21.717
11759 2101636487022947072 0.21 0.443109 21.0
11760 2101637036779636352 0.005 0.489071 20.655
11761 2101637522117368576 -0.025 0.297807 9.205
11762 2101637625196577536 -0.145 0.592784 33.714
11763 2101638449830303104 -0.043 0.447055 11.008
11764 2101640683213465856 -0.234 0.848516 31.258
11765 2101641782724982272 -0.318 0.406576 7.195
11766 2101642676078194048 -0.185 0.299155 11.275
11767 2101643122754780544 -0.001 0.349586 18.393
11768 2101643706870565632 0.272 0.28474 5.68
11769 2101643775590059776 -0.298 0.38014 18.176
11770 2101643977446900608 -0.143 0.434943 19.735
11771 2101644016107995904 -0.294 0.430335 17.964
11772 2101644668943031552 -0.003 0.56462 38.912
11773 2101644978180994688 -0.167 0.662453 27.33
11774 2101645596656265728 0.037 0.507539 13.799
11775 2101645734095246592 0.211 0.32278 25.551
11776 2101645940253649280 -0.081 0.485228 7.113
11777 2101646490009345792 -0.232 0.668354 22.949
11778 2101648173636580608 0.06 0.362034 3.655
11779 2101648620313203200 -0.221 0.684803 32.316
11780 2101648654672940800 -0.165 0.746662 32.072
11781 2101650166501486592 -0.098 0.487 3.725
11782 2101650338300163456 -0.085 0.260756 3.892
11783 2101651781408912256 -0.092 0.860827 25.158
11784 2101651948905259648 0.181 0.273918 9.021
11785 2101651953207576448 -0.062 0.390466 13.475
11786 2101652812201118080 -0.092 0.399921 7.925
11787 2101654255310155648 0.093 0.455157 25.146
11788 2101654427108854144 -0.067 0.516289 8.938
11789 2101655217382725376 0.41 0.367226 22.231
11790 2101655801498317184 -0.215 0.362607 3.684
11791 2101655835858059904 -0.194 0.39484 12.583
11792 2101656351254089344 0.008 0.382257 7.366
11793 2101657141528153600 0.184 0.535299 15.475
11794 2101657794363238016 0.007 0.342489 20.911
11795 2101659679847613056 -0.289 0.440743 19.335
11796 2101659855947599360 -0.067 0.68891 13.643
11797 2101660508782605952 0.076 0.542643 33.663
11798 2101660886739736576 -0.172 0.479884 23.747
11799 2101661127259130496 -0.18 0.376292 4.55
11800 2101661264696893696 0.006 0.395531 13.195
11801 2101662020612327040 -0.047 0.655959 21.387
11802 2101665319146004608 0.135 0.562505 10.118
11803 2101667655608315648 0.294 0.425354 7.537
11804 2101669098717411072 0.085 0.370361 0.406
11805 2101669545393940864 0.001 0.479957 20.836
11806 2101669751552408576 -0.011 0.447379 46.936
11807 2101670026430310528 0.078 0.34254 19.638
11808 2101670370027744512 -0.161 0.450521 10.858
11809 2101672156734195072 -0.36 0.787963 26.467
11810 2101672328532873344 0.032 0.591608 19.775
11811 2101673324965203712 -0.1 0.445423 14.642
11812 2101673393684680704 -0.082 0.369201 9.515
11813 2101674012159947392 0.228 0.315763 7.006
11814 2101674046519701632 0.02 0.604189 10.366
11815 2101675038651163904 0.091 0.617194 34.705
11816 2101675111671660800 -0.124 0.461457 27.534
11817 2101676967097583616 -0.003 0.762465 15.998
11818 2101678066609213696 -0.025 0.597257 21.596
11819 2101679303559873920 0.108 0.320281 20.462
11820 2101679440998810368 0.041 0.406977 8.557
11821 2101679887675448448 0.037 0.36688 16.415
11822 2101680093833878784 -0.125 0.383285 15.078
11823 2101680231272802944 -0.364 0.503249 22.675
11824 2101685007276428544 -0.488 0.328377 9.019
11825 2101685625751736192 -0.036 0.355573 18.87
11826 2101690401755148800 0.057 0.556221 22.398
11827 2101691226388871296 0.123 0.465157 20.441
11828 2101691776144717696 -0.006 0.344237 13.477
11829 2101692360260299904 -0.077 0.70486 25.794
11830 2101694799801799040 -0.091 0.747821 20.267
11831 2101696071112839040 -0.058 0.33159 16.398
11832 2101697033184836352 -0.217 0.351026 1.281
11833 2101697720380397440 0.326 0.455368 33.828
11834 2101697857819304448 -0.193 0.274819 1.121
11835 2101697960898551680 0.093 0.32511 3.941
11836 2101698063977728896 0.197 0.522541 36.997
11837 2101699472726963328 -0.239 0.45429 22.142
11838 2101700228641178368 0.066 0.535674 34.902
11839 2101700263000870528 0.021 0.38249 7.881
11840 2101700778397028736 0.081 0.369043 12.416
11841 2101700808453182848 0.16 0.266891 4.546
11842 2101701323849257472 -0.471 0.424727 11.319
11843 2101702496383970560 0.341 0.531783 32.844
11844 2101703114859294080 -0.445 0.502522 13.244
11845 2101705416960541184 0.071 0.329682 10.453
11846 2101706001076140544 0.177 0.602904 34.727
11847 2101706722630643712 0.27 0.680209 39.724
11848 2101707272386489216 -0.17 0.422342 17.973
11849 2101707993941444736 -0.058 0.659109 17.411
11850 2101708268819384576 -0.181 0.37436 16.488
11851 2101708440618081920 0.202 0.289726 6.16
11852 2101709437050486656 -0.09 0.528229 19.52
11853 2101710119944102656 -0.12 0.656738 30.964
11854 2101710738419508096 -0.35 0.389196 17.825
11855 2101711155037471872 -0.287 0.459703 18.958
11856 2101711670433582592 -0.392 0.477363 9.733
11857 2101711734850001920 -0.107 0.263439 0.583
11858 2101711773512805888 -0.107 0.427752 7.825
11859 2101712323268085504 -0.018 0.383588 20.341
11860 2101712838664201728 -0.077 0.280849 1.946
11861 2101712941743980928 0.193 0.59143 26.734
11862 2101712971800585344 0.162 0.258654 4.265
11863 2101713044823209472 0.039 0.348209 6.811
11864 2101713079182966400 0.03 0.436425 26.832
11865 2101713113542701568 -0.139 0.352227 14.367
11866 2101713972536168448 0.017 0.400999 9.467
11867 2101714728450473856 0.097 0.314175 11.628
11868 2101715896681568256 0.212 0.396596 18.853
11869 2101716270337959168 0.373 0.378609 19.481
11870 2101716549516446208 -0.131 0.938268 17.946
11871 2101717408509977472 -0.318 0.433095 24.799
11872 2101718095704705792 0.047 0.344511 12.161
11873 2101718267503440128 -0.183 1.166807 38.385
11874 2101718714180083968 -0.051 0.448379 23.425
11875 2101719676252828672 0.116 0.433656 34.905
11876 2101719710612547328 -0.04 0.416049 20.893
11877 2101719882411177856 0.047 0.592838 13.293
11878 2101720260368307072 0.051 0.478965 17.224
11879 2101720329087814784 0.067 0.329126 6.914
11880 2101720500882256384 -0.334 0.606 11.299
11881 2101720878844164096 -0.273 0.414407 22.496
11882 2101721325519948416 -0.017 0.425535 32.121
11883 2101722047074433024 -0.078 0.428978 11.087
11884 2101722528110799872 -0.123 0.400571 15.009
11885 2101722631190822400 -0.075 0.39587 23.121
11886 2101722699909526272 0.026 0.439108 8.717
11887 2101722906067932032 0.119 0.383898 22.409
11888 2101724692774383744 -0.202 0.452493 5.916
11889 2101724830213354752 -0.22 0.412109 2.102
11890 2101724898932854400 -0.103 0.252893 2.336
11891 2101724933292584576 -0.016 0.358248 18.771
11892 2101725379969063680 -0.242 0.521841 22.617
11893 2101725483048286592 0.047 1.033366 20.43
11894 2101726479480691840 0.022 0.394005 8.214
11895 2101727269754690048 0.09 0.510038 27.541
11896 2101727441553405440 -0.028 0.548563 22.964
11897 2101728197467728000 -0.128 0.297435 9.174
11898 2101729331339073536 0.129 0.380692 19.148
11899 2101730808807872000 0.291 0.390075 7.067
11900 2101731083685776000 0.17 0.408917 6.685
11901 2101731324203980544 -0.077 0.307082 13.534
11902 2101731770880609280 -0.227 0.858337 30.793
11903 2101732148837748736 -0.198 0.418724 18.89
11904 2101732354996203392 0.306 0.366234 21.22
11905 2101732595514437760 -0.152 0.505309 20.225
11906 2101733591946800000 0.278 0.316369 1.221
11907 2101734416580380672 -0.183 0.429436 18.605
11908 2101735241214093824 0.039 0.544247 11.329
11909 2101736272006852736 -0.079 0.711317 13.35
11910 2101737027920644992 -0.386 0.353069 8.234
11911 2101737234079069824 -0.062 0.321829 10.348
11912 2101737234079077888 0.03 0.32469 11.918
11913 2101738677188202624 -0.105 0.420788 8.618
11914 2101738745907648256 -0.021 0.685012 19.774
11915 2101740017217999872 0.107 0.516319 11.267
11916 2101740463894604928 0.071 0.331944 9.377
11917 2101740807492070656 -0.145 0.294288 7.164
11918 2101740979290745472 0.002 0.502911 23.476
11919 2101741254168710016 0.025 0.457633 14.934
11920 2101741662182227840 0.099 0.55293 22.799
11921 2101742422399791744 -0.02 0.283204 5.265
11922 2101742525479027328 -0.005 0.341258 13.191
11923 2101742903435996160 -0.05 0.774084 29.43
11924 2101743075234688512 -0.015 0.303786 1.359
11925 2101743281393118336 0.137 0.301607 3.607
11926 2101743934228205312 -0.105 1.440224 51.869
11927 2101745239898311680 -0.107 0.358261 18.427
11928 2101745652215195776 0.127 0.39356 13.534
11929 2101746167611207552 -0.221 0.554991 32.5
11930 2101746579928074624 -0.021 0.302933 6.521
11931 2101746919222638592 0.04 0.944496 17.381
11932 2101747335842428288 -0.105 0.575927 11.195
11933 2101747542000854144 -0.24 0.586588 3.11
11934 2101747610720329472 -0.156 0.822974 16.118
11935 2101747748159311872 -0.434 0.266307 60.967
11936 2101748194835937536 -0.064 0.504173 13.69
11937 2101748229195689984 -0.047 0.59712 36.488
11938 2101748882030672128 -0.139 0.385389 3.539
11939 2101748916390431744 0.054 0.496134 20.062
11940 2101749328707311232 -0.124 0.802238 13.178
11941 2101749397426778240 -0.049 1.005712 28.552
11942 2101750698793289088 0.004 0.278568 3.607
11943 2101753520595361920 -0.386 0.950931 23.036
11944 2101754310869408000 -0.041 0.318934 7.342
11945 2101754688826547200 -0.045 0.323662 8.561
11946 2101755513460263424 -0.16 0.561108 17.918
11947 2101756406813130368 0.064 0.478829 38.574
11948 2101756716050837632 -0.073 0.366654 24.689
11949 2101757506324745600 -0.129 0.393863 10.257
11950 2101758021720873344 -0.158 0.56331 25.749
11951 2101759396110466432 0.051 0.330087 13.689
11952 2101762247968692352 0.016 0.692122 17.924
11953 2101762488487231872 -0.054 0.931205 31.37
11954 2101763244401188224 0.047 0.663699 33.921
11955 2101765374705054208 -0.071 0.629074 23.474
11956 2101765409064809216 -0.312 0.373446 20.126
11957 2101765855741432064 -0.293 0.316446 14.355
11958 2101766542936179328 -0.096 0.949535 33.446
11959 2101766817814077952 -0.034 0.630068 13.522
11960 2101767436289427456 -0.059 0.415353 25.849
11961 2101770666104981760 0.248 0.467397 27.615
11962 2101772074854295040 -0.299 0.466935 23.485
11963 2101774583113149696 -0.058 0.438245 12.585
11964 2101775132868905600 0.162 0.448452 26.145
11965 2101776335459880832 0.141 0.665033 27.348
11966 2101776438539147776 0.009 0.352721 19.541
11967 2101777400611786880 -0.157 0.863883 18.521
11968 2101778603202529024 -0.065 0.419063 13.757
11969 2101779015519418240 0.071 0.761644 33.622
11970 2101780389909024000 0.046 0.455431 17.697
11971 2101780836585654144 -0.122 0.498517 21.592
11972 2101781592499881728 0.011 0.581244 13.842
11973 2101782314054433408 0.306 0.562066 37.036
11974 2101783035609016704 -0.117 0.427622 23.297
11975 2101783237465739520 -0.001 0.46401 26.814
11976 2101783447925900288 -0.109 0.848112 9.259
11977 2101783551005026304 0.012 0.388453 20.91
11978 2101783997681665664 -0.163 0.997392 31.012
11979 2101784994114130688 -0.153 0.441139 16.276
11980 2101785337711575680 0.117 0.398619 21.648
11981 2101785784388130944 -0.069 0.758861 20.044
11982 2101785818747862016 -0.112 0.485095 20.428
11983 2101785917525327872 -0.266 0.3084 9.614
11984 2101785990546578944 -0.222 0.639564 23.125
11985 2101786364201924608 -0.184 0.267216 3.28
11986 2101786815180342144 -0.076 0.476583 10.859
11987 2101787021338640128 -0.024 0.525332 16.354
11988 2101787055698366720 -0.153 0.799994 16.959
11989 2101787120116173696 -0.113 0.342705 8.089
11990 2101787193137299328 -0.246 0.410882 21.321
11991 2101787227497055104 -0.026 0.413013 26.247
11992 2101788704965865984 -0.168 0.393135 20.474
11993 2101790148074889728 -0.135 0.431515 6.181
11994 2101790526032029312 -0.151 0.449465 26.86
11995 2101790560391775104 -0.336 0.683022 29.026
11996 2101790560391779328 0.081 0.408098 8.518
11997 2101791350665428224 -0.15 0.707529 27.735
11998 2101793309170589440 -0.047 0.545664 25.971
11999 2101794683560180352 -0.219 0.375043 9.102
12000 2101794885417353600 -0.068 0.369308 5.27
12001 2101795954870374528 -0.122 0.529365 17.911
12002 2101796848223583616 -0.196 0.267436 3.634
12003 2101797191820989184 0.092 0.547013 14.855
12004 2101797466698952576 -0.175 0.381336 19.138
12005 2101798046513373440 0.034 0.485628 30.743
12006 2101800421636590336 0.082 0.312433 12.084
12007 2101800559075572992 -0.035 0.936712 26.75
12008 2101801005752748544 -0.252 0.37279 22.557
12009 2101801521148216448 -0.158 1.208913 43.622
12010 2101805884834992000 -0.028 0.468576 9.727
12011 2101805987914236160 -0.059 0.252606 3.894
12012 2101806812548047744 -0.063 0.354034 13.545
12013 2101807190505173120 -0.151 0.42217 23.911
12014 2101807224864919552 -0.054 0.440717 19.431
12015 2101807293584404480 0.179 0.485316 20.236
12016 2101807465383088640 0.049 0.526542 30.057
12017 2101808564895269248 -0.206 0.391538 21.792
12018 2101808771053729664 0.115 0.321655 9.785
12019 2101847047801497600 0.19 0.44055 6.142
12020 2101847700637073664 -0.283 0.381882 14.006
12021 2101848662709690112 -0.116 0.411436 16.331
12022 2101849040666822272 -0.024 0.657564 33.971
12023 2101849590422603264 -0.336 0.39826 10.124
12024 2101850037099225472 0.283 0.407099 22.836
12025 2101850105818726016 0.176 0.29681 12.462
12026 2101850311977172224 -0.088 0.761457 11.244
12027 2101850827373279616 0.069 0.267303 5.079
12028 2101850930452484480 -0.155 0.357146 8.247
12029 2101850964812214784 -0.574 0.926649 30.132
12030 2101851166669412608 0.09 0.439906 31.58
12031 2101851342769397376 -0.071 0.42415 7.779
12032 2101851686366785920 0.014 0.436304 16.406
12033 2101852339201782016 -0.299 0.388647 24.837
12034 2101852511000501504 -0.118 0.638226 34.08
12035 2101852648439439872 -0.182 0.270584 2.147
12036 2101852682799183232 -0.241 1.128263 33.541
12037 2101853541792737920 0.062 0.426911 21.282
12038 2101855122340722816 -0.121 0.285511 8.646
12039 2101855294139411840 -0.012 0.366644 9.225
12040 2101855637736840832 -0.194 0.371063 0.411
12041 2101856805967964544 -0.22 1.256596 43.738
12042 2101856874687435392 0.08 0.321662 16.27
12043 2101857493163531904 0.048 0.261255 5.0
12044 2101859829624884864 0.043 0.496834 16.055
12045 2101859898344365568 0.359 0.308677 10.03
12046 2101859932704106496 -0.406 0.430182 23.92
12047 2101860345021769216 -0.407 0.592432 27.11
12048 2101860619899677312 0.087 0.472725 21.792
12049 2101861719410252800 -0.582 0.809317 37.016
12050 2101861891208945280 0.223 0.362453 15.476
12051 2101862200446627584 0.114 0.367756 23.019
12052 2101862715842661120 -0.325 0.416927 13.806
12053 2101862818921883392 -0.028 0.602933 25.021
12054 2101863231238765568 -0.026 0.501587 27.496
12055 2101863334318996608 0.118 0.536446 37.073
12056 2101863815354359680 -0.016 0.373411 7.375
12057 2101864124592016512 0.085 0.403484 8.36
12058 2101864571264254080 -0.488 0.380289 13.619
12059 2101866598493148800 -0.121 0.562349 13.126
12060 2101868110321647104 0.149 0.584217 27.298
12061 2101868282120348160 0.056 0.337214 14.933
12062 2101869072394369792 0.121 0.393553 23.659
12063 2101869622150146432 -0.367 0.411183 9.006
12064 2101870854800121344 -0.123 0.636524 23.49
12065 2101872297909375360 -0.304 0.446797 29.496
12066 2101872542728025600 0.244 0.2815 6.229
12067 2101872611447530624 -0.15 0.463456 15.636
12068 2101872645807275520 0.073 0.652377 36.062
12069 2101872680167003520 -0.014 0.50518 11.871
12070 2101873195563123584 0.138 0.467318 21.286
12071 2101873745318896896 -0.053 0.817344 36.415
12072 2101874191996340608 0.136 0.803809 41.967
12073 2101874226355244800 -0.19 0.602515 11.073
12074 2101874398153966848 -0.526 0.562721 28.452
12075 2101874466873444608 -0.235 0.323082 12.319
12076 2101874638672577024 0.025 0.313115 15.412
12077 2101874879190178304 -1.803 0.33237 15.794
12078 2101875532025265664 0.099 0.319726 8.698
12079 2101875772543911936 0.027 0.376355 8.309
12080 2101876356659452288 -0.151 0.634762 19.271
12081 2101876837695791232 0.118 0.461835 26.786
12082 2101877524890585984 0.042 0.602225 17.582
12083 2101878109006123392 -0.072 0.381948 0.539
12084 2101885049672890624 0.254 0.290768 5.735
12085 2101885599428744448 -0.148 1.006401 13.613
12086 2101898862288182144 -0.134 0.391815 13.459
12087 2101915698558553088 0.125 0.377935 4.147
12088 2101916076515690368 0.012 0.343439 18.176
12089 2101918962733702144 -0.095 0.539474 34.625
12090 2101920646361023360 -0.212 0.413376 7.617
12091 2101921848951919616 -0.132 0.547643 15.616
12092 2101922325686415488 0.157 0.355624 5.989
12093 2101922742305115520 -0.278 0.519639 27.923
12094 2101924529011369856 -0.016 0.541208 27.985
12095 2101924632090577536 -0.095 0.243733 23.426
12096 2101925147486869760 -0.004 0.525721 27.986
12097 2101926556236163328 0.008 0.559202 10.416
12098 2101927380869913344 -0.297 0.506321 6.548
12099 2101927415229657856 -0.225 0.474839 24.49
12100 2101928269922053632 0.07 0.402682 10.013
12101 2101928377302283904 0.138 0.495009 27.929
12102 2101928892698315264 -0.237 0.568517 1.471
12103 2101929682972333952 -0.126 0.817945 16.575
12104 2101930198369791232 -0.034 0.447227 15.981
12105 2101930370167154432 -0.211 1.092823 20.926
12106 2101932775348667648 -0.048 0.373039 20.033
12107 2101933806140812928 -0.23 0.750769 37.375
12108 2101934321536915840 -0.191 0.389336 14.017
12109 2101935352329045120 -0.007 0.755126 6.357
12110 2101935695926443392 -0.127 0.466909 11.504
12111 2101935764647422336 -0.045 0.329601 2.834
12112 2101939853454781568 -0.049 0.430182 12.871
12113 2101940300131385088 -0.078 0.452348 23.836
12114 2101940403210623360 -0.115 0.364253 17.215
12115 2101941193484643712 0.155 0.359213 10.728
12116 2101942670953417728 0.171 0.408119 37.869
12117 2101942774032610944 0.048 0.47856 5.175
12118 2101943117630046848 -0.149 0.38948 11.322
12119 2101944492019568384 0.067 0.49352 17.958
12120 2101945625890880640 -0.122 0.270883 9.33
12121 2101947034640893696 0.389 0.389396 41.372
12122 2101947275159077504 0.031 0.412967 15.795
12123 2101947962353166976 -0.147 0.424758 11.976
12124 2101947996712894976 0.185 0.600406 18.584
12125 2101948546469415808 0.088 0.402639 26.123
12126 2101951570125776768 0.02 0.413878 42.688
12127 2101951982442683136 0.06 0.584656 37.24
12128 2101952669637457792 -0.285 0.317284 4.358
12129 2101953047594572160 -0.17 0.313539 7.706
12130 2101953562990662656 -0.144 0.234673 2.203
12131 2101953631710140928 -0.111 0.646053 31.68
12132 2101953803508821376 0.188 0.616295 41.817
12133 2101956174330741120 -0.481 0.313145 6.438
12134 2101957102043699200 -0.659 0.535454 2.685
12135 2101957754879566336 -0.505 0.514431 3.972
12136 2101958132835844352 -0.012 0.305105 3.219
12137 2101958648231956992 0.086 0.379382 23.672
12138 2101958785670924544 0.088 0.598583 16.684
12139 2101959365486197248 -0.06 0.346652 12.384
12140 2101959438505976960 -0.261 0.535661 23.409
12141 2101960366218893824 0.02 0.288337 11.789
12142 2101960984694218112 0.047 0.342365 16.091
12143 2101961912407154176 -0.195 0.436505 38.48
12144 2101962908839515904 -0.175 0.51117 28.547
12145 2101963149357676416 -0.032 0.300946 8.911
12146 2101964386308263936 -0.096 0.425311 6.667
12147 2101964416368073856 0.001 0.626319 18.655
12148 2101964966121705344 -0.081 0.31699 7.894
12149 2101965932496551680 -0.18 0.242452 1.254
12150 2101968303318315264 -0.323 0.410177 20.443
12151 2101969879566402688 -0.012 0.291148 0.582
12152 2101969952585843072 -0.124 0.463868 49.944
12153 2101971013435658880 -0.042 0.323649 27.851
12154 2101993592086311424 -0.068 0.474682 24.749
12155 2101993729520612096 -0.364 0.969344 40.819
12156 2102018709055142400 -0.039 0.358716 14.737
12157 2102036369961111680 0.034 0.467835 19.935
12158 2102039015660563712 -0.175 0.515034 30.007
12159 2102040596208690176 -0.057 0.500132 17.329
12160 2102041180324611328 -0.318 0.485435 11.427
12161 2102042142397267712 0.06 0.886547 23.999
12162 2102046093767206144 -0.035 0.389732 15.042
12163 2102046884040908288 -0.113 0.311775 11.066
12164 2102048052272328960 -0.126 0.234295 4.929
12165 2102048670747657344 -0.267 0.476428 18.067
12166 2102050251295625984 -0.055 0.532029 32.114
12167 2102050457454053632 -0.28 0.448091 24.4
12168 2102050491813799552 -0.068 0.870197 17.869
12169 2102052381599356032 0.098 0.408606 11.212
12170 2102052622117633152 0.031 0.514627 16.071
12171 2102052656477259392 0.106 0.509436 18.056
12172 2102053618549994368 -0.172 0.583871 25.485
12173 2102053824708411136 -0.063 1.353938 39.925
12174 2102053859068151936 0.019 0.657518 24.487
12175 2102053893427898496 0.01 0.460138 6.952
12176 2102053927787641472 -0.074 0.256293 0.963
12177 2102054855500558080 0.007 0.362731 7.591
12178 2102055233455457280 0.101 0.508732 14.936
12179 2102055989369722752 0.212 0.694919 34.345
