 source_id mh_xgboost BP-G Prot
5481 2077723174270681984 0.001 0.283437 3.723
5482 2077723552227803648 -0.037 0.286639 3.479
5483 2077723659610207104 0.155 0.377005 20.944
5484 2077723693969933312 -0.242 0.403485 1.026
5485 2077723728329679872 -0.182 0.35484 6.508
5486 2077723831408873216 0.126 0.389091 17.944
5487 2077724243725718912 -0.23 0.435363 7.823
5488 2077724415524883200 0.05 0.398738 17.182
5489 2077724892258595840 -0.078 0.441026 24.82
5490 2077724896561264640 -0.214 0.337148 5.511
5491 2077725721194282368 -0.024 0.564042 30.849
5492 2077726167870877696 -0.037 0.31955 5.456
5493 2077726167870877952 0.082 0.479157 28.502
5494 2077726850763141248 0.09 0.443148 11.243
5495 2077728813571188608 -0.113 0.410263 10.189
5496 2077729019729230208 0.202 0.500519 20.898
5497 2077729122808888960 -0.075 0.480644 29.323
5498 2077729221584634880 -0.244 0.270815 3.269
5499 2077729706923892736 0.198 0.631551 25.04
5500 2077730806435948544 -0.147 0.292952 3.986
5501 2077730909515131776 -0.392 0.446172 15.386
5502 2077731253112552448 0.16 0.288556 9.675
5503 2077731424911271552 -0.046 0.279494 1.748
5504 2077731905947663744 -0.006 0.357151 28.515
5505 2077732352624266368 -0.098 1.18234 27.666
5506 2077733039819011200 0.018 0.505642 21.155
5507 2077733074178757632 -0.099 0.542881 36.791
5508 2077735616799521536 0.167 0.69628 34.867
5509 2077736922469710976 0.009 0.389254 7.463
5510 2077736991189163776 0.075 0.580378 17.911
5511 2077737403505993984 -0.345 0.535327 29.12
5512 2077737781463127424 -0.053 0.371321 10.146
5513 2077742415727231360 -0.044 0.516777 15.964
5514 2077743382100070400 -0.156 0.447801 17.849
5515 2077743416459815168 -0.267 0.388529 8.248
5516 2077743553898756992 -0.078 0.425689 8.911
5517 2077745065727273728 -0.154 0.452125 27.617
5518 2077745271885692032 -0.081 0.367927 16.356
5519 2077745443684399232 -0.076 0.420716 14.112
5520 2077746440116802688 -0.251 0.334834 4.059
5521 2077746573253640448 -0.023 0.448968 16.408
5522 2077746955513525504 0.181 0.349157 7.967
5523 2077747367829703168 -0.008 0.465503 13.791
5524 2077748329902894848 -0.123 0.255875 1.499
5525 2077748432983221632 -0.078 0.36867 14.173
5526 2077748570421037440 -0.303 0.982644 29.46
5527 2077749120176903040 0.019 0.6875 10.729
5528 2077749188896407552 -0.09 0.458136 26.057
5529 2077751078682106240 -0.094 0.49034 25.149
5530 2077751284841529728 0.02 0.680228 42.819
5531 2077752659229474048 -0.112 0.36028 20.897
5532 2077753105906743552 -0.02 0.544281 12.725
5533 2077753376482171392 -0.477 0.330261 3.717
5534 2077753861820334720 -0.325 0.431471 15.638
5535 2077754338554910336 0.071 0.79474 17.944
5536 2077754342857431296 -0.156 0.381463 13.353
5537 2077754926967501056 0.029 0.493658 28.495
5538 2077755511088541184 0.084 0.287827 5.387
5539 2077756644959837568 -0.05 0.393139 21.173
5540 2077759428098661760 0.066 0.447483 27.83
5541 2077759702976559360 0.129 0.494617 10.472
5542 2077761455322921088 -0.088 0.783254 13.242
5543 2077764616419017856 -0.091 0.518509 15.341
5544 2077764650778739072 0.144 0.338472 17.013
5545 2077766196966787200 -0.594 0.455063 6.433
5546 2077766334405758976 0.192 0.356277 19.34
5547 2077766506204498688 0.23 0.432945 10.576
5548 2077767914953891712 -0.472 0.263089 3.83
5549 2077768155471994496 0.112 0.540489 10.277
5550 2077768155471996416 0.013 0.317923 6.765
5551 2077768666567915264 -0.052 0.400214 17.365
5552 2077770285775865728 0.03 0.495 30.933
5553 2077770698092738176 -0.058 0.613235 15.458
5554 2077770698093533824 -0.005 0.350889 11.209
5555 2077770732452487808 0.052 0.563163 33.539
5556 2077771728884982144 -0.043 0.375054 19.236
5557 2077772587878445440 0.166 0.415513 17.251
5558 2077772961533510784 0.123 0.310669 2.392
5559 2077773412512202368 0.201 0.788569 40.85
5560 2077773790469159680 0.147 0.270179 4.072
5561 2077774030987358080 -0.01 0.41068 17.698
5562 2077774065347118848 -0.078 0.626271 17.061
5563 2077775061780291840 -0.085 0.599046 28.556
5564 2077776161292029568 -0.016 0.340283 7.503
5565 2077776607968636544 -0.127 0.25495 4.76
5566 2077777157724401920 0.105 0.314803 15.694
5567 2077777226443898752 -0.161 0.446246 4.32
5568 2077777707480255872 0.0 0.355488 15.438
5569 2077783170677203328 -0.384 0.421232 30.301
5570 2077783411195335552 0.081 0.379623 7.286
5571 2077783754792716288 -0.128 0.303672 8.774
5572 2077784029670653056 0.227 0.57192 28.282
5573 2077784437687022592 -0.069 0.321915 25.315
5574 2077784987442370560 0.028 0.497492 27.361
5575 2077785094822636544 -0.279 0.576687 26.874
5576 2077785335340794624 0.125 0.454971 10.77
5577 2077785678938120704 -0.334 0.786932 0.298
5578 2077786915888834176 0.075 0.585578 38.507
5579 2077787568723895296 -0.002 0.323464 11.535
5580 2077787809241998848 0.091 0.304198 2.34
5581 2077790008265344896 0.06 0.328351 8.683
5582 2077790351862720384 -0.07 0.353012 5.46
5583 2077790489301692288 0.038 0.395452 8.012
5584 2077791829331460992 0.043 0.4916 22.213
5585 2077791966771190912 -0.282 0.760234 24.171
5586 2077792134267944832 0.245 0.299568 5.847
5587 2077792310368518272 -0.023 0.408949 4.612
5588 2077792310368519552 -0.037 0.986203 17.505
5589 2077792791404901376 -0.191 0.34712 16.796
5590 2077792928843882880 -0.072 0.461775 21.185
5591 2077793135002278144 -0.313 0.263933 4.229
5592 2077793135002850688 -0.033 0.398272 29.043
5593 2077793856556876416 -0.072 0.459151 7.671
5594 2077794784269763072 -0.165 0.701225 30.415
5595 2077794921708738176 -0.003 0.398393 16.733
5596 2077795776400615040 -0.23 0.611206 24.471
5597 2077796570975967488 -0.152 0.430099 24.431
5598 2077797670487582592 -0.206 0.26652 3.913
5599 2077797979725250944 0.082 0.852048 32.499
5600 2077799079236869760 0.082 0.560392 9.076
5601 2077799560273267712 -0.348 0.566026 41.261
5602 2077800831583485952 0.22 0.463262 32.965
5603 2077803236765206272 -0.013 0.528939 30.308
5604 2077803683441803648 -0.084 0.430022 11.325
5605 2077804263255580160 -0.099 0.760134 13.03
5606 2077804439356165120 0.016 0.438595 14.458
5607 2077804439356774144 0.103 0.286756 10.06
5608 2077805981243748096 -0.251 0.419538 17.093
5609 2077806844537905024 -0.03 0.423419 24.692
5610 2077807050696393216 -0.07 0.328965 25.07
5611 2077807566092491776 0.056 0.486663 10.88
5612 2077807703531375104 0.318 0.439321 28.478
5613 2077807944049526272 -0.001 0.310316 3.752
5614 2077809043561053312 -0.133 0.363039 3.894
5615 2077809284079287424 0.018 0.506393 27.32
5616 2077810280511645440 -0.101 0.319816 8.589
5617 2077810555389600512 -0.198 0.485358 31.56
5618 2077811238284119680 0.084 0.31002 23.843
5619 2077811689261078016 0.041 0.352626 20.326
5620 2077811757980533376 -0.104 0.955541 47.442
5621 2077812239016831488 -0.008 0.449368 10.034
5622 2077812273376538496 0.025 0.438131 13.613
5623 2077812926211617664 -0.067 0.251833 1.131
5624 2077813647765497472 0.064 0.34728 10.207
5625 2077814060083170176 0.107 0.700189 19.636
5626 2077814266241516800 0.065 0.690064 34.052
5627 2077814987796107264 -0.286 0.322772 2.622
5628 2077815498891350528 -0.268 0.420184 21.187
5629 2077815537551989376 0.068 0.30976 10.883
5630 2077815773769351168 -0.122 0.356785 14.341
5631 2077815881149396096 -0.064 0.466805 13.91
5632 2077816804561621248 -0.044 0.409598 15.659
5633 2077817152459709824 -0.272 0.407417 10.898
5634 2077817770934824064 0.066 0.397689 12.613
5635 2077817869713360128 -0.293 1.064362 34.543
5636 2077818148892005504 -0.189 0.36198 6.709
5637 2077818870446434176 0.041 0.626676 26.502
5638 2077818969225170048 -0.561 0.239264 5.864
5639 2077820691512750208 -0.109 0.391678 14.976
5640 2077822890536146688 0.057 0.668577 29.862
5641 2077823092393991040 -0.351 0.423853 24.185
5642 2077823818249028224 0.106 0.335848 12.607
5643 2077823921328254720 0.093 1.149205 41.814
5644 2077824677242609664 -0.064 0.547048 15.405
5645 2077824711602338688 0.008 0.42433 26.058
5646 2077824917760763392 -0.026 0.420769 18.75
5647 2077825192638624768 -0.106 0.418274 15.313
5648 2077825398797072000 0.099 0.536832 61.465
5649 2077825635015037440 -0.528 0.452295 60.463
5650 2077826154711355264 -0.214 0.345634 1.856
5651 2077827043762107136 -0.155 0.248695 3.915
5652 2077827666539645824 -0.152 0.251078 11.388
5653 2077828662972219264 0.064 0.39055 8.758
5654 2077829453246228736 0.115 0.341411 5.191
5655 2077829934282476032 0.032 0.3065 22.551
5656 2077830277879940480 -0.01 0.403589 14.247
5657 2077832133305419520 -0.36 0.36844 4.031
5658 2077832610041679872 -0.032 0.875544 20.005
5659 2077832820500245248 -0.297 0.45716 26.819
5660 2077833507695112064 -0.06 0.349315 18.498
5661 2077833713853532928 0.004 0.366819 11.598
5662 2077833713853536000 0.065 0.478851 25.462
5663 2077833816932764800 -0.118 0.364384 8.222
5664 2077834023091133312 -0.104 0.453823 17.436
5665 2077835397480562688 -0.03 0.980588 19.411
5666 2077836050315643008 0.011 0.506603 47.947
5667 2077836909309109504 -0.137 0.378055 11.266
5668 2077837145527514240 -0.14 0.429691 16.977
5669 2077837184187010560 -0.026 0.412431 16.335
5670 2077837252906489472 0.019 0.322813 8.147
5671 2077837562144164224 -0.529 0.430804 20.789
5672 2077838146259774848 -0.198 0.262461 2.293
5673 2077838661655780608 -0.039 0.355148 17.455
5674 2077838970893482624 -0.094 0.453014 22.049
5675 2077840791959700992 -0.083 0.366811 2.187
5676 2077841238636338560 -0.364 0.360056 5.581
5677 2077842166349339520 0.206 0.567739 28.413
5678 2077842475587063296 -0.15 0.374228 10.424
5679 2077843849976576768 0.1 0.60827 25.493
5680 2077844640250427136 -0.091 0.389662 5.464
5681 2077845052567208832 0.067 1.180294 46.164
5682 2077845602323068928 0.057 0.314651 19.925
5683 2077846220798450432 0.274 0.365801 17.564
5684 2077846667475096832 -0.115 0.443742 25.131
5685 2077847109851988608 0.033 0.657201 22.259
5686 2077847973145267456 -0.186 0.344164 9.411
5687 2077848007504998016 -0.256 0.587253 19.701
5688 2077857765670042880 -0.359 0.394138 19.357
5689 2077857765670043392 -0.149 0.464229 9.53
5690 2077857868749269760 -0.206 0.405244 4.302
5691 2077858762102429696 -0.547 0.42485 1.347
5692 2077859346218030208 -0.033 0.49944 24.592
5693 2077860067772858752 -0.168 0.55497 33.301
5694 2077860583168616064 -0.124 0.318832 2.543
5695 2077860823686789504 -0.105 0.371904 16.5
5696 2077861236003680896 -0.139 0.41265 9.332
5697 2077862163716531072 -0.096 0.984844 16.834
5698 2077863744264510720 -0.152 0.324996 5.282
5699 2077864122221667200 0.094 0.540881 27.963
5700 2077865256093307904 0.162 0.497184 8.584
5701 2077878828189971968 0.13 0.783964 26.833
5702 2077878931269195520 -0.332 0.470204 24.934
5703 2077878961328896000 0.249 0.37075 14.935
5704 2077881851846981888 0.086 0.409142 51.787
5705 2077882229804067968 0.031 0.556299 36.607
5706 2077883363675432192 0.056 0.458595 11.195
5707 2077883501114638848 -0.069 0.320209 2.237
5708 2077884360108115456 -0.199 0.483423 25.304
5709 2077885116022355712 -0.075 0.404675 23.305
5710 2077885493979476352 0.274 0.462962 30.818
5711 2077885734497675648 0.087 0.604772 29.619
5712 2077886146814544000 -0.194 0.499913 23.586
5713 2077886249894018816 -0.051 0.300829 8.959
5714 2077886490411936256 -0.056 0.313112 6.801
5715 2077888105319576576 0.006 0.443919 23.213
5716 2077888586355940992 -0.236 0.378821 12.041
5717 2077888758154772992 0.079 0.332377 4.207
5718 2077889033032639744 -0.088 0.489916 18.589
5719 2077890098184440960 -0.162 0.470001 17.342
5720 2077890510501513600 -0.177 0.311254 20.814
5721 2077891708787746176 -0.103 0.669995 24.954
5722 2077892189824210304 -0.122 0.300422 8.354
5723 2077892297207737088 -0.114 0.386723 2.273
5724 2077892400286955264 0.183 0.423801 16.146
5725 2077892430341937792 -0.094 0.27112 3.033
5726 2077893809036515968 0.004 0.895676 31.327
5727 2077894186993650432 -0.021 0.402901 17.943
5728 2077895561383253248 -0.061 0.841543 34.475
5729 2077895698822224896 -0.061 0.280012 2.316
5730 2077895801901455232 -0.238 0.305535 1.751
5731 2077895801901495168 -0.06 0.986239 41.801
5732 2077896248578080128 0.058 1.226531 3.862
5733 2077896386017016704 0.064 0.468876 10.913
5734 2077896489096229248 -0.041 0.393003 20.52
5735 2077896626535198848 -0.182 0.387329 12.903
5736 2077898138363497856 -0.022 0.468044 17.613
5737 2077899169155762944 0.018 0.391636 24.735
5738 2077899272234990208 0.14 0.600634 33.001
5739 2077899306594751616 0.193 0.408768 21.827
5740 2077900852782969472 0.08 0.669329 38.244
5741 2077902158452675840 -0.225 0.8602 13.441
5742 2077902570769544704 0.115 0.444417 17.358
5743 2077903086165649024 -0.123 0.413601 20.158
5744 2077903562897165696 0.315 0.374036 22.454
5745 2077905113390320896 -0.094 0.358783 12.531
5746 2077905147750074624 0.141 0.381214 11.96
5747 2077905697505738752 -0.043 0.359857 11.721
5748 2077905834944673536 0.131 0.310466 5.212
5749 2077905865004374144 0.124 0.266305 3.057
5750 2077906212901852544 -0.062 0.527141 12.376
5751 2077906212901853184 0.003 0.244838 3.75
5752 2077907381132920448 -0.304 0.409421 26.492
5753 2077907793449856256 -0.237 0.736904 14.995
5754 2077907793450195328 0.006 0.797834 25.391
5755 2077907827809611008 -0.195 0.635746 30.517
5756 2077908308845959040 -0.187 0.278271 12.31
5757 2077908789882246528 0.156 0.481811 23.064
5758 2077909270918603392 0.023 0.326387 5.981
5759 2077909339638109056 0.113 0.299994 2.718
5760 2077909751949373056 -0.089 0.463115 27.085
5761 2077910301705642112 0.084 0.26733 16.098
5762 2077910679668018560 0.082 0.402166 23.781
5763 2077911298143245568 0.039 0.471225 25.074
5764 2077912122777088768 -0.244 0.456861 23.753
5765 2077913187928990720 0.019 0.331534 12.415
5766 2077914321800211328 0.005 0.779263 13.474
5767 2077914356154543360 -0.093 0.530989 16.745
5768 2077914390519720832 0.05 0.477977 23.842
5769 2077915318232713984 -0.101 0.37351 4.091
5770 2077916349024847872 0.054 0.521046 29.291
5771 2077916486463847936 0.068 0.502543 25.131
5772 2077916589543081856 -0.205 0.546475 15.648
5773 2077917620335188864 0.092 0.607851 12.246
5774 2077953835500465408 -0.081 0.304468 12.597
5775 2077954419616046848 -0.05 0.458684 18.637
5776 2077954758907321216 -0.211 0.305719 2.746
5777 2077955072451050112 -0.061 0.311303 2.904
5778 2077955519127668736 0.093 0.422565 14.257
5779 2077955519127670784 -0.295 0.431366 1.148
5780 2077955622206886400 -0.082 0.595469 13.427
5781 2077956446840630016 0.264 0.308591 17.952
5782 2077957752510696960 0.005 0.557194 34.014
5783 2077957988724168320 0.196 0.446227 14.26
5784 2077959023820985984 -0.038 0.389373 12.908
5785 2077959985893799424 -0.117 0.463218 25.933
5786 2077961184179902592 -0.256 0.376727 16.645
5787 2077961252897871488 -0.098 0.249484 2.21
5788 2077963112629906944 0.025 0.65809 5.076
5789 2077964280861014400 0.052 0.407011 20.894
5790 2077964383940488448 0.154 0.517199 25.633
5791 2077964693178144512 -0.004 0.583263 9.324
5792 2077966376805369856 -0.1 0.408104 23.689
5793 2077966617323559040 0.113 0.640591 34.257
5794 2077966823481976320 -0.106 0.435252 21.536
5795 2077968094792237184 -0.32 1.032271 38.592
5796 2077968713267508608 0.057 0.368495 19.632
5797 2077968885066200832 -0.132 0.378583 19.443
5798 2077970293815563136 0.188 0.552571 24.121
5799 2077970671772607232 -0.236 0.481804 20.636
5800 2077973798508676480 -0.153 0.692907 10.582
5801 2077974073386576128 0.066 0.410434 12.457
5802 2077974107746299136 -0.224 0.561896 23.46
5803 2077974898020292224 0.13 0.339375 14.153
5804 2077975482135870720 -0.074 0.685202 35.624
5805 2077975585215310976 0.053 0.544298 10.702
5806 2077975757013773312 0.007 0.625855 11.329
5807 2077980189420007168 -0.031 0.572003 9.543
5808 2077981529449861248 -0.277 0.749129 24.401
5809 2077981838687508096 -0.185 0.315663 13.003
5810 2077982079205713152 0.022 0.410902 15.026
5811 2077982113565457920 0.024 0.437977 9.263
5812 2077982594601851264 -0.367 0.287737 1.127
5813 2077982663321330176 0.197 0.473029 8.345
5814 2077982869479748608 0.127 0.782524 34.97
5815 2077982903839484544 0.075 0.498274 17.911
5816 2077983006918735744 0.075 0.383705 12.501
5817 2077983316156360960 0.077 0.327662 4.516
5818 2077985068502911744 0.01 0.409172 21.623
5819 2077985137222388352 -0.168 0.411331 1.076
5820 2077985205942030976 0.046 0.482921 22.261
5821 2077985755697651584 0.003 0.415761 20.687
5822 2077986782185723008 -0.124 0.419934 20.442
5823 2077987714202941568 -0.368 0.706797 9.539
5824 2077987748562680320 -0.24 0.519945 26.759
5825 2077988916793801600 0.002 0.5631 28.36
5826 2077991253253137024 -0.148 0.335978 8.178
5827 2077992009167692544 0.001 0.591828 31.013
5828 2077993108679060096 0.029 0.313307 10.522
5829 2077994002032119168 -0.096 0.505124 11.366
5830 2077994173830824576 -0.191 0.295696 0.54
5831 2077994414349006848 0.2 0.534298 12.086
5832 2077994895385246336 -0.085 0.317491 1.44
5833 2077994929744987904 -0.219 0.406663 1.046
5834 2077994998464462336 -0.175 0.38465 19.764
5835 2077995651299629312 -0.21 0.348081 0.885
5836 2077995853154364160 0.057 0.373376 12.296
5837 2077995891817766400 0.015 0.637558 9.696
5838 2077995926177521280 0.016 0.370581 13.614
5839 2077996437269915136 0.124 0.360868 12.271
5840 2077996441573639936 -0.462 0.43705 12.238
5841 2077998434438577280 -0.029 0.362179 17.882
5842 2077998743676231040 -0.072 0.454836 13.569
5843 2077999048610031360 -0.831 0.275846 1.847
5844 2077999671389163008 -0.18 0.669797 12.866
5845 2078000599102168064 -0.217 0.503978 29.353
5846 2078001217577421184 -0.011 0.294368 2.445
5847 2078001423735849984 -0.141 0.53082 21.851
5848 2078003210442215936 -0.222 0.381219 25.961
5849 2078003554039542016 -0.041 0.494559 9.353
5850 2078003828917452544 -0.07 0.681953 14.911
5851 2078003927692874368 -0.054 0.351935 16.597
5852 2078004206874581248 0.216 0.496888 34.788
5853 2078004447392971264 0.115 0.434278 22.604
5854 2078005031508396032 0.049 0.396028 13.375
5855 2078006852574214144 0.034 0.876217 18.397
5856 2078007024372888448 -0.226 0.346697 7.329
5857 2078007436689766912 -0.099 0.414686 20.648
5858 2078008497538582912 0.067 0.624041 16.602
5859 2078009670072896896 -0.101 0.644057 44.012
5860 2078010460346855552 -0.112 0.420851 6.735
5861 2078011010102515328 -0.002 0.448224 16.475
5862 2078011010102518144 -0.349 0.30456 2.002
5863 2078011559858351488 -0.131 0.561524 25.229
5864 2078012625010605312 -0.25 0.281355 1.25
5865 2078013106046948224 0.038 0.271266 4.911
5866 2078013312205072000 0.196 0.377281 24.215
5867 2078013724522249984 -0.104 0.274217 1.705
5868 2078015408149246080 -0.179 0.383331 1.686
5869 2078015717386889728 -0.122 0.26467 2.81
5870 2078015957905094016 0.013 0.327141 2.912
5871 2078016679459581696 -0.398 0.443697 10.791
5872 2078016954337485568 0.124 0.335459 2.752
5873 2078016954337489792 -0.167 0.476719 22.853
5874 2078017366654552448 0.113 0.393831 21.768
5875 2078017843386967040 -0.149 0.306064 1.847
5876 2078018225647906816 -0.19 0.782492 25.822
5877 2078018328727151872 0.038 0.392036 19.032
5878 2078019874915432320 -0.066 0.403167 15.238
5879 2078022177017953408 -0.332 0.875422 13.694
5880 2078023723206178048 -0.058 0.525869 31.322
5881 2078024272962192384 -0.206 0.33531 16.344
5882 2078025990949149440 -0.094 0.535326 27.578
5883 2078026162747829376 0.064 0.648787 21.026
5884 2078026781223151488 -0.089 0.918479 22.797
5885 2078027635912399744 0.118 0.385206 23.082
5886 2078029014606084224 -0.131 0.786639 16.42
5887 2078029044662676864 -0.179 0.944077 16.533
5888 2078029942319022976 -0.083 0.45593 28.67
5889 2078031213629396096 0.065 0.334185 20.737
5890 2078031419787836800 -0.195 0.345791 3.589
5891 2078031694665743104 0.037 0.337309 8.122
5892 2078032862897035520 -0.4 0.478695 21.791
5893 2078033412652702336 0.155 0.302895 6.097
5894 2078033756250095104 0.214 0.691791 23.629
5895 2078033928048785152 -0.084 0.335306 6.29
5896 2078034615243540096 0.115 1.028655 37.725
5897 2078035130639857024 0.206 0.485808 22.928
5898 2078035542956495232 -0.263 0.55982 15.41
5899 2078036333230477824 0.048 0.735187 23.127
5900 2078036367590214400 -0.058 0.336244 19.977
5901 2078036608108639616 -0.051 0.480979 11.969
5902 2078037020425536896 0.015 0.420296 11.946
5903 2078037020425549440 -0.39 0.370616 18.332
5904 2078037054785273216 0.162 0.460982 7.454
5905 2078037089145026432 -0.156 0.376044 9.985
5906 2078037398382335744 -0.014 0.424156 6.758
5907 2078037668958280064 -0.168 0.783865 26.589
5908 2078038051217600128 -0.058 0.266783 1.256
5909 2078038154296830464 0.036 0.450536 26.513
5910 2078038429174728320 0.083 0.707138 24.641
5911 2078038875851272832 -0.233 0.242489 4.405
5912 2078041315392805376 -0.054 0.400146 9.675
5913 2078041590270706432 0.144 0.627694 19.529
5914 2078042586702933888 -0.056 0.629287 20.713
5915 2078042621062651264 0.048 1.023978 20.909
5916 2078043239537909632 0.191 0.47246 32.173
5917 2078043823653492736 0.066 0.509736 33.685
5918 2078043892372982016 0.106 0.333237 19.555
5919 2078044132891190912 0.055 0.38555 18.635
5920 2078044510848308736 0.138 0.710186 21.236
5921 2078044854445714560 0.039 0.334913 2.523
5922 2078046847310464896 -0.127 0.504339 13.691
5923 2078048702736362496 -0.179 0.533628 24.197
5924 2078050901759697024 -0.319 0.603279 9.934
5925 2078052688466130688 -0.071 0.530927 13.864
5926 2078053272581716096 -0.082 0.281149 7.318
5927 2078053306941465472 -0.048 0.778377 17.192
5928 2078053478740201216 0.069 0.482904 24.087
5929 2078053856697319296 0.122 0.422415 11.362
5930 2078053994136212096 -0.336 0.355588 1.654
5931 2078054677026464896 0.094 0.34604 4.772
5932 2078055471604882432 -0.083 0.472516 17.548
5933 2078055712123105792 -0.288 0.449306 8.608
5934 2078056639836008320 0.1 0.606787 22.479
5935 2078057086512626176 0.013 0.427653 16.38
5936 2078057430110051840 -0.104 0.453725 20.164
5937 2078057773707458816 0.031 0.311633 19.964
5938 2078059075072971264 0.042 0.342021 18.214
5939 2078059251176268800 -0.646 0.444455 11.984
5940 2078060075810256896 0.012 0.726068 32.062
5941 2078060934803679232 -0.073 0.553149 8.769
5942 2078061033578037504 -0.064 0.31359 5.488
5943 2078061312760814336 0.084 0.39037 8.617
5944 2078062515351733376 0.055 0.721943 16.427
5945 2078062584071225728 0.134 0.676072 30.683
5946 2078063580503603840 -0.052 0.407976 8.993
5947 2078064508216498560 0.02 0.278723 4.972
5948 2078065607728116992 -0.24 0.5671 4.574
5949 2078066191844009600 0.086 0.497095 25.373
5950 2078067561928372608 -0.145 1.133106 16.693
5951 2078067600592967296 -0.165 0.372174 12.7
5952 2078068734464424320 -0.11 0.273269 1.984
5953 2078068940622864000 -0.171 0.432647 21.566
5954 2078069215500768000 0.009 0.873464 15.983
5955 2078069318579951744 -0.231 0.559266 13.958
5956 2078069559098109824 -0.428 0.362278 9.526
5957 2078070143213694208 0.254 0.275077 4.813
5958 2078071414524059264 -0.218 0.374883 6.267
5959 2078073373029106432 -0.232 0.423557 23.938
5960 2078074025864084736 -0.216 0.269719 5.23
5961 2078074506900449280 0.003 0.387144 14.922
5962 2078075194095253760 -0.177 0.462255 7.899
5963 2078075743851085952 -0.001 0.532126 16.013
5964 2078075812570562816 -0.066 0.37009 3.767
5965 2078075846930484480 0.024 0.455124 7.374
5966 2078075984369229056 -0.082 0.534429 12.697
5967 2078077427478066304 0.055 0.412516 19.927
5968 2078078286471513984 -0.071 0.395296 14.998
5969 2078078286471515264 0.016 0.255153 17.606
5970 2078078522684884864 -0.012 0.296886 9.146
5971 2078078630068910208 0.265 0.568451 34.094
5972 2078079042385786496 -0.014 0.444324 14.501
5973 2078079282903989504 0.071 0.435449 21.368
5974 2078079901379329792 0.067 0.422114 6.574
5975 2078080141897493632 -0.38 0.433368 9.442
5976 2078080382415813248 0.194 0.317106 2.036
5977 2078080382415813504 -0.018 0.533587 8.13
5978 2078080622933975552 0.161 0.395831 17.934
5979 2078081000891129216 -0.05 0.650935 12.571
5980 2078081447567431424 -0.103 0.375549 8.661
5981 2078081619366370432 -0.206 0.463546 27.926
5982 2078081791165056256 -0.15 0.624983 30.681
5983 2078082134762457472 -0.013 0.481207 20.524
5984 2078082203481925248 0.108 0.48991 29.487
5985 2078085536376571776 -0.141 0.599944 22.019
5986 2078088010277827328 -0.045 0.553527 26.083
5987 2078088766192106368 -0.058 0.325934 9.318
5988 2078089247228413696 -0.033 0.409207 19.247
5989 2078089796984252800 0.091 0.32137 12.111
5990 2078089831343985792 -0.052 0.375534 16.635
5991 2078089900063445760 0.129 0.379232 9.737
5992 2078091858568474496 -0.282 0.727695 18.114
5993 2078091927287954176 -0.08 0.342724 10.412
5994 2078092270885346176 0.064 0.497684 32.308
5995 2078092580123018752 -0.061 1.078857 19.634
5996 2078092889360660736 0.114 0.416215 19.297
5997 2078093129878859008 -0.533 0.411751 3.394
5998 2078094813506270464 0.04 0.370125 7.842
5999 2078095741219191808 0.096 0.320157 12.786
6000 2078096909450331648 -0.048 0.444808 11.727
6001 2078096943810071680 0.238 0.366454 7.583
6002 2078097631004841344 0.022 0.294125 10.972
6003 2078098112041173760 -0.555 0.394322 13.167
6004 2078098489998483456 -0.046 0.300821 8.802
6005 2078098593077735168 -0.019 0.733142 11.988
6006 2078098936675103360 0.107 0.56111 36.693
6007 2078100311064490880 0.078 0.409988 17.633
6008 2078100345424200192 -0.065 0.455909 17.285
6009 2078100448503422336 -0.155 0.420273 12.793
6010 2078101410576213888 -0.328 0.125147 1.787
6011 2078101651094613632 -0.233 0.706518 23.973
6012 2078101857252853376 0.197 0.511679 33.061
6013 2078102063411259648 0.127 0.377862 17.24
6014 2078102338289112192 0.097 0.372078 20.968
6015 2078102441368363520 0.026 0.458858 30.055
6016 2078102643221223040 0.168 0.360309 19.763
6017 2078104124995708416 -1.216 0.413456 27.932
6018 2078104468593000448 -0.194 0.296087 1.19
6019 2078105361946232832 -0.083 0.365498 7.745
6020 2078107114292977664 -0.253 0.481656 27.525
6021 2078109004078462848 -0.106 0.755635 27.15
6022 2078109725632990208 -0.072 0.396244 11.927
6023 2078110515907077376 0.004 0.424979 12.877
6024 2078111065662833664 -0.067 0.715072 25.768
6025 2078111409260210176 -0.055 0.34415 16.071
6026 2078111924656343424 -0.316 0.422836 14.292
6027 2078112371332642176 0.02 0.581614 18.911
6028 2078112680570294912 0.081 0.593266 33.942
6029 2078112848067599360 -0.015 0.342888 6.187
6030 2078113539563721344 0.09 0.462615 31.337
6031 2078114776514399872 -0.18 0.381307 3.14
6032 2078115876026302592 0.143 0.456561 20.555
6033 2078116253983199872 -0.206 0.366456 4.975
6034 2078116666299915264 0.217 0.559081 26.186
6035 2078117490933661568 -0.088 0.322093 10.264
6036 2078117594012882944 0.011 0.437484 22.265
6037 2078119586877777408 0.241 0.326775 13.438
6038 2078122610534850560 -0.266 0.484275 21.708
6039 2078122747973825792 -0.448 0.352082 6.565
6040 2078123778766064128 0.048 0.864805 27.526
6041 2078125634191773952 -0.167 0.70366 29.815
6042 2078125874709967616 -0.281 0.461345 16.546
6043 2078127146020317696 -0.015 0.292187 4.172
6044 2078127420898214784 -0.093 0.645697 13.449
6045 2078128211172294400 0.001 0.529033 10.46
6046 2078135632872896256 0.176 1.304673 36.954
6047 2078147482681635072 -0.004 0.453634 15.092
6048 2078147658781322112 -0.083 1.356472 47.51
